Tipo,Name / Id,Index (Revision),Version,Maturity,Designation,English designation,Propietario,Project,Organization,Family Project,Route State,Approval Status,Assignee
Doc Plan,200289760R,---,1,Validated,BRIDE ECHAPPEMENT,FLANGE-EXHAUST,GDGADM,ET_RENAULT,SYS,,,,
Doc Plan,200289760R,--A,2,Validated,BRIDE ECHAPPEMENT,FLANGE-EXHAUST,GDGADM,ET_RENAULT,SYS,B98,,,
Doc Plan,200289760R,--B,3,Frozen,BRIDE ECHAPPEMENT,FLANGE-EXHAUST,py04818,ET_RENAULT,SYS,B98,,,
Doc Plan,200289760R,--B,4,Refused,BRIDE ECHAPPEMENT,FLANGE-EXHAUST,py04818,ET_RENAULT,SYS,B98,Stopped,|<br/>Reject|<br/>Approve|<br/>Approve,POOL_MATERIAUX METALLIQUES|<br/>a068177|<br/>a395466|<br/>a028653
Doc Plan,200289760R,--B,5,Frozen,BRIDE ECHAPPEMENT,FLANGE-EXHAUST,py04818,ET_RENAULT,SYS,B98,,,
Doc Plan,200289760R,--B,6,Validated,BRIDE ECHAPPEMENT,FLANGE-EXHAUST,py04818,ET_RENAULT,SYS,B98,Finished,Approve|<br/>Approve|<br/>Approve|<br/>Approve,a028653|<br/>a395466|<br/>a068177|<br/>bw60262
Doc Plan,201901169R,---,2,Validated,TUYAU ENTREE SILENCIEUX,TUBE-SILENCER INLET,GDGADM,ET_RENAULT,SYN,B52,,,
Doc Plan,201901169R,--A,3,Validated,TUYAU ENTREE SILENCIEUX,TUBE-SILENCER INLET,GDGADM,ET_RENAULT,SYN,B52,,,
Doc Plan,201901169R,--B,4,Validated,TUYAU ENTREE SILENCIEUX,TUBE-SILENCER INLET,ADMTE_TOUSR,ET_RENAULT,SYS,B52,,,
Doc Plan,201901169R,--C,5,Validated,TUYAU ENTREE SILENCIEUX,TUBE-SILENCER INLET,ADMTE_TOUSR,ET_RENAULT,SYS,B52,,,
Doc Plan,201901169R,--D,6,Validated,TUYAU ENTREE SILENCIEUX,TUBE-SILENCER INLET,ADMTE_TOUSR,ET_RENAULT,SYS,B52,,,
Doc Plan,201901169R,--E,7,Validated,TUYAU ENTREE SILENCIEUX,TUBE-SILENCER INLET,ADMTE_TOUSR,ET_RENAULT,SYS,B52,,,
Doc Plan,201901169R,--F,11,Validated,TUYAU ENTREE SILENCIEUX,TUBE-SILENCER INLET,la71369,ET_RENAULT,SYS,B52,Finished,Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve,la00003|<br/>a068177|<br/>a175398|<br/>a175398|<br/>a175398|<br/>a175398
Doc Plan,8200730770,---,1,Frozen,BRIDE ECHAPPEMENT,FLANGE-EXHAUST,GDGADM,ET_RENAULT,MANUF,BC84,,,
Doc Plan,8200730770,---,2,Validated,BRIDE ECHAPPEMENT,FLANGE-EXHAUST,GDGADM,ET_RENAULT,MANUF,BC84,,,
Doc Plan,8200730770,--A,4,Validated,BRIDE ECHAPPEMENT,FLANGE-EXHAUST,GDGADM,ET_RENAULT,SYS,BC84,,,
Doc Plan,8200730770,--B,5,Validated,BRIDE ECHAPPEMENT,FLANGE-EXHAUST,ADMTE_TOUSR,ET_RENAULT,SYS,BC84,,,
Doc Plan,200280083R,---,4,Validated,TUYAU SORTIE DECOUPLEUR,TUBE-DECOUPLER OUTLET,GDGADM,ET_RENAULT,SYN,J92,,,
Doc Plan,200280083R,--A,5,Validated,TUYAU SORTIE DECOUPLEUR,TUBE-DECOUPLER OUTLET,py04820,ET_RENAULT,SYS,J92,,,
Doc Plan,8200030251,---,1,Validated,JOINT 3POINTS,NO VALUE,GDGADM,ET_RENAULT,SYS,X74,,,
Doc Plan,200283840R,---,1,Validated,BRIDE ECHAPPEMENT,FLANGE-EXHAUST,ADMTE_TOUSR,ET_RENAULT,SYS,H79,,,
Doc Plan,200283840R,--A,2,Frozen,BRIDE ECHAPPEMENT,FLANGE-EXHAUST,py04818,ET_RENAULT,SYS,H79,,,
Doc Plan,200283840R,--A,3,Validated,BRIDE ECHAPPEMENT,FLANGE-EXHAUST,py04818,ET_RENAULT,SYS,H79,Finished,Approve|<br/>Approve|<br/>Approve|<br/>Approve,a028653|<br/>a395466|<br/>a068177|<br/>bw60262
Doc Plan,7700434726,--C,7,Validated,DECOUPLEUR,DECOUPLER,GDGADM,ET_RENAULT,SYS,X56,,,
Doc Plan,7700434726,--A,1,Frozen,FLEXIBLE.HYDRA 1065138,NO VALUE,GDGADM,ET_RENAULT,SYS,X56,,,
Doc Plan,7700434726,--A,2,Validated,FLEXIBLE.HYDRA 1065138,NO VALUE,GDGADM,ET_RENAULT,SYS,X56,,,
Doc Plan,7700434726,--B,3,Validated,FLEXIBLE.HYDRA 1065138,NO VALUE,GDGADM,ET_RENAULT,SYS,X56,,,
Doc Plan,7700434726,--C,4,Frozen,FLEXIBLE.HYDRA 1065138,NO VALUE,GDGADM,ET_RENAULT,SYS,X56,,,
Doc Plan,7700434726,--C,6,Frozen,DECOUPLEUR,DECOUPLER,GDGADM,ET_RENAULT,SYS,X56,,,
Doc Plan,201903683R,---,16,Validated,TUYAU ENTREE SILENCIEUX,TUBE-SILENCER INLET,GDGADM,ET_RENAULT,SYN,B52,,,
Doc Plan,201903683R,--A,18,Refused,TUYAU ENTREE SILENCIEUX,TUBE-SILENCER INLET,py03424,ET_RENAULT,SYS,B52,Stopped,Reject|<br/>|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve,ay15103|<br/>POOL_PROCESS ECHAPP-TUYAUX ECHAPPEMENT|<br/>a068177|<br/>a068177|<br/>a068177|<br/>a175398
Doc Plan,201903683R,--A,19,Refused,TUYAU ENTREE SILENCIEUX,TUBE-SILENCER INLET,py03424,ET_RENAULT,SYS,B52,Stopped,Reject|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve,ay15103|<br/>ay15103|<br/>a175398|<br/>a068177|<br/>a068177|<br/>a068177
Doc Plan,201903683R,--A,20,Validated,TUYAU ENTREE SILENCIEUX,TUBE-SILENCER INLET,py03424,ET_RENAULT,SYS,B52,Finished,Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve,ay15103|<br/>ay15103|<br/>a068177|<br/>a068177|<br/>a068177|<br/>a175398|<br/>a175398|<br/>a175398|<br/>a175398
Doc Plan,201903683R,--B,21,Refused,TUYAU ENTREE SILENCIEUX,TUBE-SILENCER INLET,pm13868,ET_RENAULT,SYS,B52,Stopped,|<br/>|<br/>|<br/>|<br/>Approve|<br/>,POOL_BRUITS EXTERIEURS|<br/>POOL_Rglm/Homologation Controle GMP|<br/>POOL_BRUITS INTERIEURS|<br/>POOL_MATERIAUX METALLIQUES|<br/>la00585|<br/>ax13083
Doc Plan,201903683R,--B,22,Validated,TUYAU ENTREE SILENCIEUX,TUBE-SILENCER INLET,la00594,ET_RENAULT,SYS,B52,Finished,Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve,la00585|<br/>ax13083|<br/>bw60262|<br/>a175398|<br/>a068177|<br/>a068177
Doc Plan,200917217R,---,3,Validated,TUYAU SORTIE SILENCIEUX,TUBE-SILENCER OUTLET,GDGADM,ET_RENAULT,SYN,B52,,,
Doc Plan,200605254R,---,3,Validated,TUYAU SORTIE DECOUPLEUR,TUBE-DECOUPLER OUTLET,GDGADM,ET_RENAULT,SYN,B52,,,
Doc Plan,208154268R,---,1,Frozen,TUYAU PRESSION EQP,TUBE COMPL-PRESSURE,GDGADM,ET_RENAULT,SYS,J92,,,
Doc Plan,208154268R,---,2,Validated,TUYAU PRESSION EQP,TUBE COMPL-PRESSURE,GDGADM,ET_RENAULT,SYS,J92,,,
Doc Plan,208154268R,--A,3,Validated,TUYAU PRESSION EQP,TUBE COMPL-PRESSURE,ADMTE_TOUSR,ET_RENAULT,SYS,J92,,,
Doc Plan,208025419R,---,2,Frozen,POT FILTRE PARTICULE,MUFFLER-W/ PARTICULATE FLTR,GDGADM,ET_RENAULT,SYS,J92,,,
Doc Plan,208025419R,---,3,Validated,POT FILTRE PARTICULE,MUFFLER-W/ PARTICULATE FLTR,GDGADM,ET_RENAULT,SYS,J92,,,
Doc Plan,208025419R,--A,4,Validated,POT FILTRE PARTICULE,MUFFLER-W/ PARTICULATE FLTR,GDGADM,ET_RENAULT,SYS,J92,,,
Doc Plan,208025419R,--B,5,Frozen,POT FILTRE PARTICULE,MUFFLER-W/ PARTICULATE FLTR,py04818,ET_RENAULT,SYS,J92,,,
Doc Plan,208025419R,--B,6,Validated,POT FILTRE PARTICULE,MUFFLER-W/ PARTICULATE FLTR,py04818,ET_RENAULT,SYS,J92,Finished,Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve,ay09150|<br/>a175398|<br/>a175398|<br/>a175398|<br/>a175398|<br/>a068177|<br/>a068177|<br/>a004985
Doc Plan,8200528224,--B,5,Validated,POT CATALYTIQUE,CONVERTER-CATALYTIC,GDGADM,ET_RENAULT,SYS,L90,,,
Doc Plan,8200528224,--G,10,Validated,POT CATALYTIQUE,CONVERTER-CATALYTIC,GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200528224,---,1,Frozen,POT CATALYTIQUE,CONVERTER-CATALYTIC,GDGADM,ET_RENAULT,SYS,L90,,,
Doc Plan,8200528224,---,2,Validated,POT CATALYTIQUE,CONVERTER-CATALYTIC,GDGADM,ET_RENAULT,SYS,L90,,,
Doc Plan,8200528224,--A,3,Validated,POT CATALYTIQUE,CONVERTER-CATALYTIC,GDGADM,ET_RENAULT,SYS,L90,,,
Doc Plan,8200528224,--B,4,Frozen,POT CATALYTIQUE,CONVERTER-CATALYTIC,GDGADM,ET_RENAULT,SYS,L90,,,
Doc Plan,8200528224,--E,8,Validated,POT CATALYTIQUE,CONVERTER-CATALYTIC,ADMTE_TOUSR,ET_RENAULT,SYS,L90,,,
Doc Plan,8200528224,--F,9,Validated,POT CATALYTIQUE,CONVERTER-CATALYTIC,ADMTE_TOUSR,ET_RENAULT,SYS,L90,,,
Doc Plan,8200528224,--H,13,Validated,POT CATALYTIQUE,CONVERTER-CATALYTIC,GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200445971,---,1,Validated,POT CATALYTIQUE,CATALYTIC CONVERTER,GDGADM,ET_RENAULT,SYS,L90,,,
Doc Plan,8200445971,--A,2,Validated,POT CATALYTIQUE,CONVERTER-CATALYTIC,GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200445971,--B,3,Validated,POT CATALYTIQUE,CONVERTER-CATALYTIC,GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200445971,--C,4,Validated,POT CATALYTIQUE,CONVERTER-CATALYTIC,GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200445971,--D,5,Validated,POT CATALYTIQUE,CONVERTER-CATALYTIC,GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200445971,--E,6,Validated,POT CATALYTIQUE,CONVERTER-CATALYTIC,GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200445971,--F,8,Validated,POT CATALYTIQUE,CONVERTER-CATALYTIC,GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,208024762R,---,4,Validated,POT CATALYTIQUE,CONVERTER-CATALYTIC,GDGADM,ET_RENAULT,SYN,B90,,,
Doc Plan,208024762R,--A,5,Validated,POT CATALYTIQUE,CONVERTER-CATALYTIC,GDGADM,ET_RENAULT,SYN,B90,,,
Doc Plan,8200528206,--A,1,Validated,MONOLITHE IMPREGNE,MONOLITH-IMPREGNATED,GDGADM,ET_RENAULT,SYN,B90,,,
Doc Plan,208028743R,---,2,Validated,POT CATALYTIQUE,CONVERTER-CATALYTIC,GDGADM,ET_RENAULT,SYN,B90,,,
Doc Plan,208028743R,--A,3,Validated,POT CATALYTIQUE,CONVERTER-CATALYTIC,GDGADM,ET_RENAULT,SYN,B90,,,
Doc Plan,140562576R,---,9,Validated,TUYAU SORTIE EGR,PIPE-EGR OUTLET,py04820,ET_RENAULT,SYS,J92,,,
Doc Plan,208029051R,---,1,Validated,POT CATALYTIQUE,CONVERTER-CATALYTIC,GDGADM,ET_RENAULT,SYN,H79,,,
Doc Plan,208014309R,---,2,Validated,MONOLITHE IMPREGNE,MONOLITH-IMPREGNATED,GDGADM,ET_RENAULT,SYN,J95,,,
Doc Plan,208014492R,---,2,Validated,MONOLITHE IMPREGNE,MONOLITH-IMPREGNATED,GDGADM,ET_RENAULT,SYN,J95,,,
Doc Plan,208022112R,---,1,Validated,POT CATALYTIQUE,CONVERTER-CATALYTIC,ADMTE_TOUSR,ET_RENAULT,SYS,H79,,,
Doc Plan,208022112R,--A,2,Validated,POT CATALYTIQUE,CONVERTER-CATALYTIC,ADMTE_TOUSR,ET_RENAULT,SYS,H79,,,
Doc Plan,208022112R,--B,3,Validated,POT CATALYTIQUE,CONVERTER-CATALYTIC,bw66308,ET_RENAULT,SYS,H79,Finished,Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve,ay09874|<br/>a004985|<br/>a068177|<br/>a068177|<br/>a175398
Doc Plan,208014393R,---,1,Validated,MONOLITHE IMPREGNE,MONOLITH-IMPREGNATED,GDGADM,ET_RENAULT,SYN,H79,,,
Doc Plan,208012610R,---,1,Validated,MONOLITHE IMPREGNE,MONOLITH-IMPREGNATED,GDGADM,ET_RENAULT,SYN,H79,,,
Doc Plan,208025585R,---,4,Validated,POT CATALYTIQUE,CONVERTER-CATALYTIC,GDGADM,ET_RENAULT,SYN,H79,,,
Doc Plan,208015522R,--A,1,Validated,MONOLITHE IMPREGNE,MONOLITH-IMPREGNATED,GDGADM,ET_RENAULT,SYN,H79,,,
Doc Plan,208012146R,--A,1,Validated,MONOLITHE IMPREGNE,MONOLITH-IMPREGNATED,GDGADM,ET_RENAULT,SYN,H79,,,
Doc Plan,203006927R,---,3,Validated,POT DETENTE,MUFFLER,GDGADM,ET_RENAULT,SYN,,,,
Doc Plan,203006927R,--A,5,Validated,POT DETENTE,MUFFLER,GDGADM,ET_RENAULT,SYS,,,,
Doc Plan,203006927R,--B,6,Validated,POT DETENTE,MUFFLER,GDGADM,ET_RENAULT,SYS,J92,,,
Doc Plan,203006927R,--C,7,Validated,POT DETENTE,MUFFLER,GDGADM,ET_RENAULT,SYN,J92,,,
Doc Plan,203006927R,--D,9,Validated,POT DETENTE,MUFFLER,GDGADM,ET_RENAULT,SYS,J92,,,
Doc Plan,203006927R,--E,11,Validated,POT DETENTE,MUFFLER,GDGADM,ET_RENAULT,SYN,J92,,,
Doc Plan,201003425R,--B,2,Validated,SILENCIEUX ECHAPPEMENT,SILENCER-EXHAUST,GDGADM,ET_RENAULT,SYS,J92,,,
Doc Plan,201003425R,--C,3,Validated,SILENCIEUX ECHAPPEMENT,SILENCER-EXHAUST,GDGADM,ET_RENAULT,SYS,J92,,,
Doc Plan,201003425R,--D,7,Validated,SILENCIEUX ECHAPPEMENT,SILENCER-EXHAUST,GDGADM,ET_RENAULT,SYS,J92,,,
Doc Plan,201003425R,--E,8,Validated,SILENCIEUX ECHAPPEMENT,SILENCER-EXHAUST,GDGADM,ET_RENAULT,SYS,J92,,,
Doc Plan,201003425R,--F,11,Validated,SILENCIEUX ECHAPPEMENT,SILENCER-EXHAUST,GDGADM,ET_RENAULT,VEH,J92,,,
Doc Plan,200927441R,---,1,Frozen,ENJOLIVEUR ECHAPPEMENT,MOULDING-EXHAUST,GDGADM,ET_RENAULT,SYN,L38,,,
Doc Plan,200927441R,---,2,Validated,ENJOLIVEUR ECHAPPEMENT,MOULDING-EXHAUST,GDGADM,ET_RENAULT,SYN,L38,,,
Doc Plan,200927441R,--A,3,Validated,ENJOLIVEUR ECHAPPEMENT,MOULDING-EXHAUST,ADMTE_TOUSR,ET_RENAULT,SYS,L38,,,
Doc Plan,201903458R,---,7,Validated,TUYAU ENTREE SILENCIEUX,TUBE-SILENCER INLET,GDGADM,ET_RENAULT,SYN,B52,,,
Doc Plan,201004553R,---,3,Validated,SILENCIEUX ECHAPPEMENT,SILENCER-EXHAUST,GDGADM,ET_RENAULT,SYN,B52,,,
Doc Plan,201004553R,--A,4,Validated,SILENCIEUX ECHAPPEMENT,SILENCER-EXHAUST,lb14062,ET_RENAULT,SYS,B52,Finished,Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve,lb11388|<br/>ay15103|<br/>a068177|<br/>a068177|<br/>a175398|<br/>a175398|<br/>a175398|<br/>a175398
Doc Plan,200915517R,---,2,Validated,TUYAU SORTIE SILENCIEUX,TUBE-SILENCER OUTLET,GDGADM,ET_RENAULT,SYN,B52,,,
Doc Plan,201005509R,---,7,Validated,SILENCIEUX ECHAPPEMENT,SILENCER-EXHAUST,ADMTE_TOUSR,ET_RENAULT,SYS,B52,,,
Doc Plan,201005509R,--A,8,Validated,SILENCIEUX ECHAPPEMENT,SILENCER-EXHAUST,px02745,ET_RENAULT,SYS,B52,Finished,Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve,ay07165|<br/>ax13083|<br/>a396371|<br/>a068177|<br/>a068177
Doc Plan,200919026R,---,2,Validated,TUYAU SORTIE SILENCIEUX,TUBE-SILENCER OUTLET,ADMTE_TOUSR,ET_RENAULT,SYS,B52,,,
Doc Plan,200919026R,--A,3,Frozen,TUYAU SORTIE SILENCIEUX,TUBE-SILENCER OUTLET,ADMTE_TOUSR,ET_RENAULT,SYS,B52,,,
Doc Plan,200919026R,--A,4,Validated,TUYAU SORTIE SILENCIEUX,TUBE-SILENCER OUTLET,la00594,ET_RENAULT,SYS,B52,Finished,Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve,ax13083|<br/>la00585|<br/>a030348|<br/>a175398|<br/>a068177|<br/>a068177|<br/>a068177|<br/>bw60262
Doc Plan,201009551R,---,3,Validated,SILENCIEUX ECHAPPEMENT ASS,SILENCER ASSY-EXHAUST,GDGADM,ET_RENAULT,SYN,L52,,,
Doc Plan,201009551R,--A,4,Validated,SILENCIEUX ECHAPPEMENT ASS,SILENCER ASSY-EXHAUST,GDGADM,ET_RENAULT,SYN,L52,,,
Doc Plan,201901165R,---,7,Validated,TUYAU ENTREE SILENCIEUX ASS,TUBE ASSY-SILENCER INLET,GDGADM,ET_RENAULT,SYN,B52,,,
Doc Plan,8201142258,---,4,Validated,PLOT SUSPENSION ECHAPPEMENT,BOLT LNKG-EXHAUST LINE,GDGADM,ET_RENAULT,SYS,B98,,,
Doc Plan,8201142258,--A,5,Frozen,PLOT SUSPENSION ECHAPPEMENT,BOLT LNKG-EXHAUST LINE,py03424,ET_RENAULT,SYS,B98,,,
Doc Plan,8201142258,--A,6,Frozen,PLOT SUSPENSION ECHAPPEMENT,BOLT LNKG-EXHAUST LINE,py03424,ET_RENAULT,SYS,B98,,,
Doc Plan,8201142258,--A,7,Refused,PLOT SUSPENSION ECHAPPEMENT,BOLT LNKG-EXHAUST LINE,py03424,ET_RENAULT,SYS,B98,Stopped,Approve|<br/>Approve|<br/>Reject,ay15103|<br/>a395466|<br/>bw60262
Doc Plan,8201142258,--A,8,Refused,PLOT SUSPENSION ECHAPPEMENT,BOLT LNKG-EXHAUST LINE,py03424,ET_RENAULT,SYS,B98,Stopped,Approve|<br/>|<br/>Reject,a395466|<br/>ay15103|<br/>bw60262
Doc Plan,8201142258,--A,9,Validated,PLOT SUSPENSION ECHAPPEMENT,BOLT LNKG-EXHAUST LINE,py03424,ET_RENAULT,SYS,B98,Finished,Approve|<br/>Approve,a395466|<br/>ay15103
Doc Plan,207977786R,---,2,Frozen,SUPPORT ECHAPPEMENT,SUPPORT-EXHAUST,ADMTE_TOUSR,ET_RENAULT,SYS,J92,,,
Doc Plan,207977786R,---,4,Validated,SUPPORT ECHAPPEMENT,SUPPORT-EXHAUST,ADMTE_TOUSR,ET_RENAULT,SYS,J92,,,
Doc Plan,207971036R,--A,2,Validated,SUPPORT ECHAPPEMENT,SUPPORT-EXHAUST,GDGADM,ET_RENAULT,SYS,J92,,,
Doc Plan,207971036R,--B,3,Validated,SUPPORT ECHAPPEMENT,SUPPORT-EXHAUST,GDGADM,ET_RENAULT,SYS,J92,,,
Doc Plan,207971036R,--C,8,Validated,SUPPORT ECHAPPEMENT,SUPPORT-EXHAUST,GDGADM,ET_RENAULT,SYS,J92,,,
Doc Plan,207971036R,--D,11,Validated,SUPPORT ECHAPPEMENT,SUPPORT-EXHAUST,GDGADM,ET_RENAULT,SYN,J92,,,
Doc Plan,8200719612,---,1,Validated,PLOT SUSPENSION ECHAPPEMENT,PAD EXHAUST SUSPENSION,GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200719612,--A,2,Validated,PLOT SUSPENSION ECHAPPEMENT,PAD EXHAUST SUSPENSION,ADMTE_TOUSR,ET_RENAULT,SYS,L90,,,
Doc Plan,8200719612,--B,3,Validated,PLOT SUSPENSION ECHAPPEMENT,PAD EXHAUST SUSPENSION,ADMTE_TOUSR,ET_RENAULT,SYS,L90,,,
Doc Plan,207926352R,---,2,Validated,SUPPORT ECHAPPEMENT,SUPPORT-EXHAUST,ADMTE_TOUSR,ET_RENAULT,SYS,J92,,,
Doc Plan,207926352R,--A,3,Validated,SUPPORT ECHAPPEMENT,SUPPORT-EXHAUST,ADMTE_TOUSR,ET_RENAULT,SYS,J92,,,
Doc Plan,207973551R,---,1,Validated,SUPPORT ECHAPPEMENT,SUPPORT-EXHAUST,GDGADM,ET_RENAULT,SYN,B52,,,
Doc Plan,207974620R,---,1,Validated,SUPPORT ECHAPPEMENT,SUPPORT-EXHAUST,GDGADM,ET_RENAULT,SYN,B52,,,
Doc Plan,207974620R,--A,6,Validated,SUPPORT ECHAPPEMENT,SUPPORT-EXHAUST,GDGADM,ET_RENAULT,SYN,B52,,,
Doc Plan,207924963R,---,7,Validated,CROCHET ECHAPPEMENT,HOOK-EXHAUST,GDGADM,ET_RENAULT,SYN,B52,,,
Doc Plan,206511084R,---,1,Validated,PLOT SUSPENSION ECHAPPEMENT,PAD-EXHAUST SUSPENSION,GDGADM,ET_RENAULT,SYN,B91,,,
Doc Plan,207978441R,---,3,Validated,SUPPORT ECHAPPEMENT,SUPPORT-EXHAUST,GDGADM,ET_RENAULT,SYN,B52,,,
Doc Plan,2DN871802R,---,1,Refused,SUPPORT ECHAPPEMENT_207979837R,,py04820,ET_RENAULT,SYS,X52,Stopped,|<br/>Approve|<br/>Approve|<br/>Approve,POOL_PROCESS ECHAPP-LIGNE ECHAPPEMENT|<br/>ay15103|<br/>a395466|<br/>bw60262
Doc Plan,2DN871802R,---,2,Canceled,SUPPORT ECHAPPEMENT_207979837R,,py04820,ET_RENAULT,SYS,X52,Finished,Approve|<br/>Approve|<br/>Approve|<br/>Approve,ay15103|<br/>a395466|<br/>a029156|<br/>bw60262
Doc Plan,2DO694158R,---,1,Validated,SUPPORT ECHAPPEMENT,SUPPORT-EXHAUST,py04820,ET_RENAULT,SYS,X52,Finished,Approve|<br/>Approve|<br/>Approve|<br/>Approve,ay15103|<br/>a029156|<br/>a395466|<br/>bw60262
Doc Plan,2DN874124R,---,1,Refused,SUPPORT ECHAPPEMENT_207974589R,,py04820,ET_RENAULT,SYS,X52,Stopped,|<br/>|<br/>Approve|<br/>Approve,POOL_PROCESS ECHAPP-LIGNE ECHAPPEMENT|<br/>ay15103|<br/>a395466|<br/>bw60262
Doc Plan,2DN874124R,---,2,Refused,SUPPORT ECHAPPEMENT_207974589R,,py04820,ET_RENAULT,SYS,X52,Stopped,Approve|<br/>|<br/>Approve|<br/>Reject,ay15103|<br/>POOL_ECHAPP-COMPOSANT LIGNE ECHAPPEMENT|<br/>bw60262|<br/>a029156
Doc Plan,2DN874124R,---,3,Canceled,SUPPORT ECHAPPEMENT,SUPPORT-EXHAUST,py04820,ET_RENAULT,SYS,X52,Finished,Approve|<br/>Approve|<br/>Approve|<br/>Approve,ay15103|<br/>a029156|<br/>bw60262|<br/>a395466
Doc Plan,2DO687705R,---,1,Validated,SUPPORT ECHAPPEMENT,SUPPORT-EXHAUST,py04820,ET_RENAULT,SYS,X52,Finished,Approve|<br/>Approve|<br/>Approve|<br/>Approve,ay15103|<br/>a029156|<br/>a395466|<br/>bw60262
Doc Plan,206627880R,---,3,Validated,BATTEUR ACOUSTIQUE LIGNE ECHAPPEMENT,"DAMPER-ACOUSTIC, EXH LINE, RH",pm09661,ET_RENAULT,SYS,B52,,,
Doc Plan,206627880R,--A,4,Frozen,BATTEUR ACOUSTIQUE LIGNE ECHAPPEMENT,"DAMPER-ACOUSTIC, EXH LINE, RH",py02742,ET_RENAULT,SYS,B52,,,
Doc Plan,206627880R,--A,5,Frozen,BATTEUR ACOUSTIQUE LIGNE ECHAPPEMENT,"DAMPER-ACOUSTIC, EXH LINE, RH",py02742,ET_RENAULT,SYS,B52,,,
Doc Plan,206627880R,--A,6,Frozen,BATTEUR ACOUSTIQUE LIGNE ECHAPPEMENT,"DAMPER-ACOUSTIC, EXH LINE, RH",ay07716,ET_RENAULT,SYS,B52,,,
Doc Plan,206627880R,--A,7,Validated,BATTEUR ACOUSTIQUE LIGNE ECHAPPEMENT,"DAMPER-ACOUSTIC, EXH LINE, RH",ay07716,ET_RENAULT,SYS,B52,Finished,Approve,a028280
Doc Plan,206627880R,--B,8,Frozen,BATTEUR ACOUSTIQUE LIGNE ECHAPPEMENT,"DAMPER-ACOUSTIC, EXH LINE, RH",py01454,ET_RENAULT,SYS,B52,,,
Doc Plan,206627880R,--B,9,Refused,BATTEUR ACOUSTIQUE LIGNE ECHAPPEMENT,"DAMPER-ACOUSTIC, EXH LINE, RH",py01454,ET_RENAULT,SYS,B52,Stopped,Approve|<br/>Reject,a395466|<br/>bw60262
Doc Plan,206627880R,--B,10,Frozen,BATTEUR ACOUSTIQUE LIGNE ECHAPPEMENT,"DAMPER-ACOUSTIC, EXH LINE, RH",py01454,ET_RENAULT,SYS,B52,,,
Doc Plan,206627880R,--B,11,Validated,BATTEUR ACOUSTIQUE LIGNE ECHAPPEMENT,"DAMPER-ACOUSTIC, EXH LINE, RH",py01454,ET_RENAULT,SYS,B52,Finished,Approve|<br/>Approve,a395466|<br/>bw60262
Doc Plan,206627880R,--C,12,Validated,BATTEUR ACOUSTIQUE LIGNE ECHAPPEMENT,"DAMPER-ACOUSTIC, EXH LINE, RH",py03846,ET_RENAULT,SYS,B52,Finished,Approve|<br/>Approve,a395466|<br/>bw60262
Doc Plan,207864551R,---,5,Validated,SUPPORT BATTEUR,SUPPORT-DAMPER,GDGADM,ET_RENAULT,SYS,,,,
Doc Plan,206627231R,---,1,Validated,BATTEUR ACOUSTIQUE LIGNE ECHAPPEMENT,"DAMPER-ACOUSTIC, EXH LINE, RH",GDGADM,ET_RENAULT,SYS,L38,,,
Doc Plan,206627231R,--A,2,Validated,BATTEUR ACOUSTIQUE LIGNE ECHAPPEMENT,"DAMPER-ACOUSTIC, EXH LINE, RH",GDGADM,ET_RENAULT,SYS,L38,,,
Doc Plan,206627231R,--B,3,Validated,BATTEUR ACOUSTIQUE LIGNE ECHAPPEMENT,"DAMPER-ACOUSTIC, EXH LINE, RH",GDGADM,ET_RENAULT,SYS,L38,,,
Doc Plan,206627231R,--C,4,Validated,BATTEUR ACOUSTIQUE LIGNE ECHAPPEMENT,"DAMPER-ACOUSTIC, EXH LINE, RH",GDGADM,ET_RENAULT,SYN,L38,,,
