Level;Name/Id;Index (Revision);Versión;Maturity.x;Designation.x;English Designation;Ruta;Route State;Tarea;Assignee;Approval Status;Comentarios;Field of Expertise;Designation.y;Maturity.y;n;total;riesgo;ELTDEC_numero;ELTDEC_designation;FAM_code;FCT_numero;FCT_nature;FCT_designation;FCT_BE_resp;VAR_numero;VAR_type;VAR_argument_produit_1;VAR_argument_produit_2;VAR_prix_previ;VAR_masse_previ;SOL_numero;SOL_site_production;SOL_sce;SOL_appariement;ESO_numero;ESO_etat;ESO_num_appro;ESO_date_histo;ESO_num_PG;ESO_commonalite;ESO_commentaire;ESO_designation_PG;ESO_code_SH;ESO_fourn_pilote;ESO_type_concur;ESO_mas_prob;ESO_mas_recy;ESO_risque;ESO_ecart_mas1;ESO_ecart_mas2;ESO_potentiel;ESO_coef;ESO_design_dos_fct;ESO_BE_resp;ESO_indice_dos_fct;AFU_int_site;AFU_int_sce;AFU_int_validite;AFU_ext_site;AFU_ext_sce;AFU_ext_validite;ECO_statut;ECO_sol_ext;ECO_parallel_set_cod;ECO_commentaire;PIE_numero;PIE_designation;PIE_type;PIE_BE_resp;PIE_sce_gest;PIE_sce_colead;PIE_ldr_conception;PIE_Nis_pie_numero;PIE_unite;AFF_POI_site;AFF_POI_sce;AFF_POI_validite;AFF_POE_site;AFF_POE_sce;AFF_POE_validite;AFF_uti_SIGNE;AFF_uti_G2B;PIE_cod_RSE;PIE_vital_part;PIE_code_nature;PIE_code_techno;PIE_sct_ach;PIE_fournisseur;PIE_cod_fab;PIE_source;PIE_gest_MDS;PIE_prix_std;PIE_prix_hors_amort;PIE_inducteur1;PIE_inducteur2;PIE_creation_comment;PIE_gest_PPU;PIE_maj_PPU;PIEIND_indice;PIEIND_statut;PIEIND_Dernier_indice;PIEIND_Dernier_statut;PIEIND_marquage_pays;PIEIND_masse;PIEIND_type_masse;PIEIND_nuance_protection;PIEIND_epaisseur;PIEIND_typologie;DOCTECH_BE_resp;DOCTECH_type;DOCTECH_indice;DOCTECH_indice_mineur;DOCTECH_flag_nis;causa_rechazo;validacion_andres
1;2DP461192R;---;3;Refused;COIFFE SUPPORT MOTEUR;BRKT-ENG MTG;R-0068680;Stopped;"IT-0218173
IT-0218174
IT-0218175
IT-0218176";"a073112
a033275
ay25117
bw60262";"None
None
None
Approve";"-L'indice K du 02-40-110 ne contient pas la nuance matière AlSi9Cu3(Fe) DF; merci de faire référence à la norme d'Alliance pour alliage d'aluminium est 02-40-002 ---;
-Le CDC 47-01-000 est applicable uniquement pour les pièces avec revêtements de protecti";"


POOL_MATERIAUX METALLIQUES";COIFFE SUPPORT MOTEUR;Refused;3;4;0,75;72;SUSPENSION GMP;X52;F10267;Fonction;LIAISON SUR SUSPENSION GMP D;Renault;19;Projet; H4D PITESTI, TANGER;;NA;NA;1;;0M000;NA;1;Valide;"	";16/11/2018;F10267/AA;NA;;COIFFE DE SUSPENSION GMP D;8708.99;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;; TAN,MOP;0M000;Officielle;;;;BE;;NA;;112322283R;COIFFE SUPPORT MOTEUR;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle; MOP,TAN;NA;---;NA;-;KZO;;SHANGHAI KARLANG INDUSTRIAL;5G;;Oui;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);;;;---;BE;---;BE;NA;0,843;Pesée pièce série;;;Plan et Num 3D obligatoires;Renault;Plan;---;7;;técnico;
1;2D0021821P;---;1;Refused;BIELLETTE INF;ROD-LWR;R-0068441;Stopped;"IT-0217432
IT-0217433
IT-0217434
IT-0217435";"a073112
a029593
bw60262
bw58548";"None
None
Reject
Approve";"-Préciser les références commerciales complètes pour chaque produit zinc nickel; Finidip et Slotopas sont que les références commerciales pour la finition / passivation; Nous recommandons une seule option, dans le cas de multi revêtement de protection, il";"

POOL_MATERIAUX METALLIQUES
POOL_MATERIAUX POLYMERES DE-TC RTR";BIELLETTE INF;Refused;1;4;0,25;72;SUSPENSION GMP;X52;F10569;Fonction;FILTRATION SUR SUSPENSION GMP AR;Renault;5;Projet;X52 PH2 CVTX;;NA;NA;2;;0RDBA;NA;1;Valide;"	";22/02/2019;F10569/AA;NA;;BIELLETTE 1 DE REPRISE DE COUPLE;8708.99;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;; TOA,UAS,OCM;0M000;Officielle;;;;BE;;NA;;113605003R;BIELLETTE INF;PIE;Renault;65500;KY2;Renault;NA; PCE Pièce, Unité;;;;EXT;0INDE;Officielle; BUR,UPL,REV,VAL,MOP,OCM,UAS,ORA,TOA;NA;---;NA;-;;;BOGE ELASTMETALL SLOVAKIA A.;CH;;Oui;NA;NA;Design - Montée en Gamme - Teintes;Montée en gamme / Nouvelle teinte;;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;0,456;Pesée pièce série;;;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;4;;técnico;
1;112100024R;#¿NOMBRE?;5;Refused;TAMPON HYDRO-ELASTIQUE AV D EQP;MTG COMPL-HYDRO ELASTIC, FR RH;R-0044434;Stopped;IT-0143317;a030743;Reject;correction masse;concepteur;TAMPON HYDRO-ELASTIQUE AV D EQP;Refused;2;4;0,5;72;SUSPENSION GMP;X52;F10249;Fonction;FILTRATION SUR SUSPENSION GMP D;Renault;13;Projet;K9K - GEN 8 / DAG;;NA;NA;1;;0M000;NA;1;Valide;"	";12/05/2017;F10249/AA;NA;;TAMPON DE SUSPENSION GMP D;8708.99;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;; MOP,TAN;0M000;Officielle;;;;BE;;NA;;112100024R;TAMPON HYDRO-ELASTIQUE AV D EQP;PIE;Renault;65520;KYC;Renault;NA; PCE Pièce, Unité;;;;EXT;65500;Officielle; EXT,TAN,MOP,UPL,BUR,UAS,UGB,PAL,REV,ORA;NA;R--;NA;-;;;VIBRACOUSTIC NANTES SAS;KT;;Oui;NA;NA;Design - Montée en Gamme - Teintes;Non définie;Initialisation par PDP;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;0,924;Pesée pièce série;;;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;7;;técnico;
1;2DL913386R;---;3;Refused;TAMPON HYDRO-ELASTIQUE AV D ASS;DYNAMIC INSUL ASSY-HYDRO ELASTIC, FR RH;R-0039747;Stopped;"IT-0128583
IT-0128584
IT-0128585";"ay25117
a073112
a033275";"Reject
None
None";Dimensions to be modify;;TAMPON HYDRO-ELASTIQUE AV D ASS;Refused;4;5;0,8;72;SUSPENSION GMP;XHA;ASS008768;Fonction;TAMPON SUSPENSION D GMP ASS;Renault;6;Projet;HHA PH2 HR13;;NA;NA;1;;0RDBA;NA;1;Valide;"	";22/05/2019;ASS008768;NA;;TAMPON DE SUSPENSION GMP D ASS;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;; ORU,UAS;0RDBA;Officielle;;;;BE;;NA;;112107838R;TAMPON HYDRO-ELASTIQUE AV D ASS;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité; UPL,TAN,UAS,MOP;0RDBA;Officielle;;;; MOP,TAN,ORU,VAL,UAS,OCM;NA;---;NA;*;XDR;;AUTOMOBILE DACIA S.A. ACHATS;Y8;;Non;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);;;;---;BE;---;BE;NA;1,866;Calculée;;;Plan et Num 3D obligatoires;Renault;Plan;---;5;;técnico;
1;2DR605258R;---;2;Refused;TAMPON HYDRO-ELASTIQUE AV D ASS;DYNAMIC INSUL ASSY-HYDRO ELASTIC, FR RH;R-0084025;Stopped;"IT-0268697
IT-0268698
IT-0268699";"ay25117
a033275
a073112";"None
Reject
Approve";"recycling logo to be added and related nota to be corrected
material table to be crossed
ok";"

EMS métier";TAMPON HYDRO-ELASTIQUE AV D ASS;Refused;1;2;0,5;72;SUSPENSION GMP;X52;ASS008768;Fonction;TAMPON SUSPENSION D GMP ASS;Renault;27;Projet; H4D DAD PITESTI, TANGER;;NA;NA;1;;0M000;NA;1;Valide;"	";16/11/2018;ASS008768;NA;;TAMPON DE SUSPENSION GMP D ASS;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;; TAN,MOP;0M000;Officielle;;;;BE;;NA;;112105088R;TAMPON HYDRO-ELASTIQUE AV D ASS;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité; MOP,TAN;0M000;Officielle;;;; MOP,TAN;NA;P--;NA;*;XDR;;AUTOMOBILE DACIA S.A. ACHATS;ST;;Non;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);;;;---;BE;---;BE;NA;1,938;Calculée;;;Plan et Num 3D obligatoires;Renault;Plan;---;4;;forma;
1;112329822R;---;7;Refused;COIFFE SUPPORT MOTEUR;BRKT-ENG MTG;R-0010850;Stopped;IT-0040070;lb14062;Reject;Title block out of position;Concepteur De-S/P;COIFFE SUPPORT MOTEUR;Refused;2;3;0,6666667;72;SUSPENSION GMP;X52;F10267;Fonction;LIAISON SUR SUSPENSION GMP D;Renault;2;Projet;MOTEUR K7M;;NA;NA;6;;0RDBA;NA;1;Valide;"	";25/05/2017;F10267/AA;NA;;COIFFE DE SUSPENSION GMP D;8708.99;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;; COR,TAN,MOP,UAS;0RDBA;Officielle;EXT;0RDBA;Officielle;BE;;NA;;112329822R;COIFFE SUPPORT MOTEUR;PIE;Renault;0RDBA;;Renault;NA; PCE Pièce, Unité;;;;EXT;0RDBA;Officielle; EXT,UAS,MOP,TAN,COR;NA;---;NA;-;KZO;;FBA FUNDIC BRASILEIRA ALUMIN;WH;;Non;NA;NA;Gestion Documentaire;Assemblé;;;;---;BE;---;BE;NA;0,638;Pesée pièce série;;;Plan et Num 3D obligatoires;Renault;Plan;---;9;;forma;
1;2D0013736P;---;1;Refused;BIELLETTE INF;ROD-LWR;R-0043642;Stopped;"
Route Node
IT-0140661
IT-0140587
IT-0140589
IT-0142003";"
a029593
ay15799
ay25117
a073112
bw60262";"

Approve
Approve
None
Reject";"ok

Refus à la demande de IOANA Liviu-Cornel (renexter) <liviu-cornel.ioana-extern@renault.com>

Lors de la prochaine évolution du plan:
-Préciser les références commerciales complètes pour chaque produit zinc nickel; Finidip et Slotopas sont que les références commerciales pour la finition / passivation

IONESCU Robert";"




POOL_MATERIAUXMETALLIQUES";BIELLETTE INF;Refused;1;4;0,25;72;SUSPENSION GMP;X79;F10569;Fonction;FILTRATION SUR SUSPENSION GMP AR;Renault;14;Projet;U79 TR4X4 BRESIL;;NA;NA;1;;0RDBA;NA;1;Valide;"	";31/03/2017;F10569/AA;NA;;BIELLETTE 1 DE REPRISE DE COUPLE;8708.99;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;; VUC,UAS;0RDBA;Officielle;;;;BE;;NA;;113606335R;BIELLETTE INF;PIE;Renault;65500;XCP;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle; BUR,REV,MOP,UAS,VAL,WUH,RSM,VUC,ORU,OCM;NA;---;NA;-;;;BOGE ELASTMETALL SLOVAKIA A.;1T;;Oui;NA;NA;Design - Montée en Gamme - Teintes;Montée en gamme / Nouvelle teinte;;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;0,457;Pesée pièce série;;;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;5;;procedimiento;
1;2DN205140R;---;2;Refused;COIFFE SUPPORT MOTEUR;BRKT-ENG MTG;R-0046618;Stopped;"IT-0149802
IT-0149803
IT-0149804
IT-0149805";"ay25117
a073112
POOL_MATERIAUX METALLIQUES
a033275";"None
None
None
Reject";correction cartouche: KZ0 ald XDR   indication notacorrection vignette hierarchisation : indication nota;"


PC SMO";COIFFE SUPPORT MOTEUR;Refused;2;3;0,6666667;72;SUSPENSION GMP;X52;F10267;Fonction;LIAISON SUR SUSPENSION GMP D;Renault;17;Projet;K9K - GEN 8;;NA;NA;1;;0M000;NA;1;Valide;"	";12/05/2017;F10267/AA;NA;;COIFFE DE SUSPENSION GMP D;8708.99;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;; TAN,MOP;0M000;Officielle;;;;BE;;NA;;112322188R;COIFFE SUPPORT MOTEUR;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle; MOP,TAN;NA;---;NA;-;KZO;;RENAULT SAMSUNG MOTORS;8M;;Oui;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);;;;---;BE;---;BE;NA;0,849;Pesée pièce série;;;Plan et Num 3D obligatoires;Renault;Plan;---;3;;forma;
1;2DL913386R;---;1;Refused;TAMPON HYDRO-ELASTIQUE AV D ASS;DYNAMIC INSUL ASSY-HYDRO ELASTIC, FR RH;R-0036518;Stopped;"IT-0119121
IT-0119122
IT-0119123";"a073112
ay25117
a033275";"None
None
Reject";manque siglage R pour recyclage glycol;;TAMPON HYDRO-ELASTIQUE AV D ASS;Refused;4;5;0,8;72;SUSPENSION GMP;XHA;ASS008768;Fonction;TAMPON SUSPENSION D GMP ASS;Renault;6;Projet;HHA PH2 HR13;;NA;NA;1;;0RDBA;NA;1;Valide;"	";22/05/2019;ASS008768;NA;;TAMPON DE SUSPENSION GMP D ASS;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;; ORU,UAS;0RDBA;Officielle;;;;BE;;NA;;112107838R;TAMPON HYDRO-ELASTIQUE AV D ASS;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité; UPL,TAN,UAS,MOP;0RDBA;Officielle;;;; MOP,TAN,ORU,VAL,UAS,OCM;NA;---;NA;*;XDR;;AUTOMOBILE DACIA S.A. ACHATS;Y8;;Non;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);;;;---;BE;---;BE;NA;1,866;Calculée;;;Plan et Num 3D obligatoires;Renault;Plan;---;5;;forma;
1;2D0006087P;---;3;Refused;TUYAU DETENDEUR COMPRESSEUR;PIPE-EXPANSION VALVE COMPRESSOR;R-0024929;Stopped;"IT-0083236
IT-0083237
IT-0083238
IT-0083239";"p073454
ay24111
bw60262
ay15799";"Reject
None
Approve
Approve";Conformément à la NRL 231 en cours d'éxecution le 1234 yf doit être monté avec un mécanisme de valve avec un joint FPM (FRM : 18-26-171) . Sous delegation du chef d'UET Amont métier refroidissement : Jerome Gouan (DEA-P);"Pilote Composant Refroidissement

POOL_MATERIAUX METALLIQUES
";TUYAU DETENDEUR COMPRESSEUR;Refused;7;9;0,7777778;73;REFROIDISSEMENT GMP;X79;F10174;Fonction;CIRCUIT DE CONDITIONNEMENT D' AIR;Renault;63;Projet;X79 PH 2  DG/ H5F / FLUIDE 1234Y;;NA;NA;1;MOP;0M000;NA;5;Valide;"	";02/11/2015;F10174/BJ;NA;;TUYAU 2 ENTRE DETENDEUR ET COMPRESSEUR;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;MOP;0M000;Officielle;;;;BE;;NA;;924809291R;TUYAU DETENDEUR COMPRESSEUR;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle;MOP;NA;R--;NA;-;XUR;;CONTITECH ROMANIA SRL;SC;;Oui;NA;NA;Inducteurs Spécifiques;Pièce de responsabilité ingénierie partenaire;;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;0,66;Pesée pièce proto;;;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;10;;técnico;
1;924544613R;#¿NOMBRE?;3;Refused;TUYAU ENTREE COMPRESSEUR;PIPE-COMPRESSOR INLET;R-0067979;Stopped;"IT-0215809
IT-0215810";"ay09150
ay24111";"Reject
None";"the 00-10-060--D recycling standard is missing, please add it 

use the last version of recycling label - see Catia V.6";"POOL_RECYCLAGE VHC HORS USAGE
";TUYAU ENTREE COMPRESSEUR;Refused;6;8;0,75;73;REFROIDISSEMENT GMP;X52;F10174;Fonction;CIRCUIT DE CONDITIONNEMENT D' AIR;Renault;7;Projet;DG / K9K  / FLUIDE 134A;;NA;NA;13;;0M000;NA;7;Valide;"	";22/07/2016;F10174/BJ;NA;;TUYAU 2 ENTRE DETENDEUR ET COMPRESSEUR;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;ORA;0M000;Officielle;;;;BE;;NA;;924544613R;TUYAU ENTREE COMPRESSEUR;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle; ORA,ORU,CHN;NA;R--;NA;-;XBR;;CONTITECH ROMANIA SRL;5C;;Oui;NA;NA;Inducteurs Spécifiques;Pièce de responsabilité ingénierie partenaire;;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;0,669;Calculée;;;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;5;;forma;
1;2D0024667P;---;2;Refused;TUYAU ENTREE RESERVOIR DEGAZAGE;PIPE-DEGASSING TANK INLET;R-0077089;Stopped;"IT-0250106
IT-0250107
IT-0250108";"ay24111
ay34118
bw58548";"None
Approve
Approve";"[OK with RESERVES, mentioned below]:
1. Metallic clamp present in table of constitutive parts / Metallic Material Pool not in signature
2.Layout 2D NOK as page 1 has as a staring note, NOTA 6 (containing subcomponents)

When drawing evolution made please correct all points above.";"

POOL_MATERIAUX ORGANIQUES DE-V";TUYAU ENTREE RESERVOIR DEGAZAGE;Refused;1;2;0,5;73;REFROIDISSEMENT GMP;X79;F15782;Fonction;CIRCUIT EAU DE REFROIDISSEMENT ET CHAUFFAGE;Renault;75;Projet;H79/ENPG04/H5H;;NA;NA;3;CHN;0INDE;NA;2;Valide;"	";10/07/2019;F15782/AE;NA;;TUYAU 1 ENTREE RESERVOIR DE DEGAZAGE;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;CHN;0INDE;Officielle;;;;BE;;NA;;217410336R;TUYAU ENTREE RESERVOIR DEGAZAGE;PIE;Renault;0M000;XCP;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle; TAN,MOP,CHN,UAS,OCM,ORU;NA;---;NA;-;13Z;;AKWEL GEBZE TURKEY OTOMOTIV;YA;;Oui;NA;NA;Inducteurs Spécifiques;Pièce de responsabilité ingénierie partenaire;;;;---;BE;---;BE;NA;0,09;Pesée pièce série;;;Plan de définition obligatoire;Renault;Plan;---;4;;forma;
1;924807711R;#¿NOMBRE?;3;Refused;TUYAU DETENDEUR COMPRESSEUR;PIPE-EXPANSION VALVE COMPRESSOR;R-0075474;Stopped;"IT-0240651
IT-0240652";"ay09150
ay10903";"Approve
None";Ok;"POOL_RECYCLAGE VHC HORS USAGE
";TUYAU DETENDEUR COMPRESSEUR;Refused;1;2;0,5;73;REFROIDISSEMENT GMP;X79;F10174;Fonction;CIRCUIT DE CONDITIONNEMENT D' AIR;Renault;45;Projet;H79 PH2 H4M ROUMANIE (EURO 6) + RUSSIE;;NA;NA;5;MOP;0M000;NA;5;Valide;"	";26/05/2015;F10174/BJ;NA;;TUYAU 2 ENTRE DETENDEUR ET COMPRESSEUR;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;MOP;0M000;Officielle;;;;BE;;NA;;924807711R;TUYAU DETENDEUR COMPRESSEUR;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle;MOP;NA;---;NA;-;XUR;;CONTITECH ROMANIA SRL;R9;;Oui;NA;NA;Inducteurs Spécifiques;Pièce de responsabilité ingénierie partenaire;;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;0,695;Pesée pièce proto;;;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;5;;procedimiento;
1;2D0025682P;---;2;Refused;POMPE ELCT G EAU RFRT ADTL ASS;PUMP ASSY-ELEC, ADD COOLING WATER, LH;R-0080563;Stopped;"IT-0256936
IT-0256937
IT-0256938
IT-0256939
IT-0256940
IT-0256941";"ay24111
ay10903
bw60262
z004320
bw58548
a073500";"None
None
Approve
Approve
Approve
Reject";"SANS AVIS DE-TC POOL_MATERIAUX METALLIQUES.
Non-respect en totalité de la norme 01-00-510 pour le plan 144B00120R, malgré nos efforts DE-TC.
Compte tenu du non-respect systématique de la norme 01-00-510 sur les plans BOSCH, la DE-TC n'émet aucun avis sur ce plan et rejette toute responsabilité en cas d'incident ou de litige lié à la matière et protection. Aucune expertise matière ne sera réalisée sur cette pièce sans avoir les informations nécessaires.
Inutile de remettre en signature.
- Kindly Update the CDC No 36-05-019 / --L 
- Kindly update the Empreinte connector pat no in the next revision.

Part not compliant to 00-30-012. Requested modification were sent by email to Katia VIEILLE.";"

POOL_MATERIAUX METALLIQUES
POOL_LIAISONS ELECTRIQUES
POOL_MATERIAUX ORGANIQUES DE-V
POOL_COMPATIBILITE ELECTROMAGNETIQUE";POMPE ELCT G EAU RFRT ADTL ASS;Refused;1;2;0,5;73;REFROIDISSEMENT GMP;X52;ASS013178;Fonction;POMPE ELECTRIQUE G EAU REFROIDISSEMENT ADDITIONNELLE ASS;Renault;1;Projet;X52 / E06T / K9K;;NA;NA;1;;0M000;NA;1;Valide;"	";09/05/2017;ASS013178;NA;;POMPE ELECTRIQUE G EAU REFROIDISSEMENT ADDITIONNELLE ASS;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;; TAN,MOP;0M000;Officielle;;;;BE;;NA;;210103582R;POMPE ELCT G EAU RFRT ADTL ASS;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle; TAN,MOP;NA;R-E;NA;Y;;;ROBERT BOSCH GMBH;3C;;Oui;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);;;;---;BE;---;BE;NA;0,67;Calculée;;;Plan et Num 3D obligatoires;Renault;Plan;---;4;;técnico;
1;2D0029832P;---;3;Refused;TUYAU CONDENSEUR DETENDEUR;PIPE-CONDENSER, EXPANSION VALVE;R-0099985;Stopped;"IT-0322104
IT-0322105
IT-0322106
IT-0322107";"ay09150
ay07981
bw60262
z006439";"Approve
Approve
Approve
None";"Ok
OK
Merci de prendre en compte lors de la prochaine évolution du plan:
-Pour toutes les nuances matériaux en aluminium, merci d'indiquer la désignation complète (ex: EN AW-5052, EN AW-3103 ...);
-Vignette MATIERE; pour MATIERE, indiquer VOIR NOTA 15; pour CDC Fonction, indiquer: VOIR NOTA 1

*Remarque: dans le cas d'utilisation de multi matériaux, il est de la responsabilité du BE de s?assurer de l?exhaustivité des validations et de la traçabilité de toutes les références mentionnées au plan. DEA-TC recommande une seule option";"POOL_RECYCLAGE VHC HORS USAGE
POOL_MATERIAUX POLYMERES DE-TC RTR
POOL_MATERIAUX METALLIQUES
";TUYAU CONDENSEUR DETENDEUR;Refused;2;3;0,6666667;73;REFROIDISSEMENT GMP;X52;F10174;Fonction;CIRCUIT DE CONDITIONNEMENT D' AIR;Renault;7;Projet;DG / K9K  / FLUIDE 134A;;NA;NA;11;;0M000;NA;9;Valide;"	";21/06/2016;F10174/CR;NA;;TUYAU COUPURE DETENDEUR;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;; TAN,RMA;0M000;Officielle;;;;BE;;NA;;924405326R;TUYAU CONDENSEUR DETENDEUR;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle; RMA,TAN;NA;R--;NA;-;XUR;;HUTCHINSON PORTO LDA;WV;;Oui;NA;NA;Inducteurs Spécifiques;Pièce de responsabilité ingénierie partenaire;;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;0,157;Calculée;;;Plan et Num 3D obligatoires;Renault;Plan;---;4;;forma;
1;2D0029832P;---;2;Refused;TUYAU CONDENSEUR DETENDEUR;PIPE-CONDENSER, EXPANSION VALVE;R-0095872;Stopped;"IT-0308159
IT-0308160
IT-0308161
IT-0308162";"POOL_MATERIAUX METALLIQUES
ay07981
z006439
ay09150";"None
Approve
None
Reject";"The o ring material 7PC2226,FRM 18.25.012 is a mix of NBR and SBR rubber compounds not CR. Please ,make a correction on drawing about this subject.

for 00-10-050 standard use --N index. --P is just for mixture not for parts !";"
POOL_MATERIAUX POLYMERES DE-TC RTR

POOL_RECYCLAGE VHC HORS USAGE";TUYAU CONDENSEUR DETENDEUR;Refused;2;3;0,6666667;73;REFROIDISSEMENT GMP;X52;F10174;Fonction;CIRCUIT DE CONDITIONNEMENT D' AIR;Renault;7;Projet;DG / K9K  / FLUIDE 134A;;NA;NA;11;;0M000;NA;9;Valide;"	";21/06/2016;F10174/CR;NA;;TUYAU COUPURE DETENDEUR;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;; TAN,RMA;0M000;Officielle;;;;BE;;NA;;924405326R;TUYAU CONDENSEUR DETENDEUR;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle; RMA,TAN;NA;R--;NA;-;XUR;;HUTCHINSON PORTO LDA;WV;;Oui;NA;NA;Inducteurs Spécifiques;Pièce de responsabilité ingénierie partenaire;;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;0,157;Calculée;;;Plan et Num 3D obligatoires;Renault;Plan;---;4;;técnico;
1;2D0022741P;---;1;Refused;TUYAU COMPRESSEUR CONDENSEUR;PIPE-COMPRESSOR CONDENSER;R-0071053;Stopped;"IT-0225520
IT-0225521";"lb13991
lb06445";"Reject
Approve";SVP AJOUTER LA DURETÉ SHORE A POUR LE COMPOSANT 9;"POOL_MATERIAUX POLYMERES DE-TC RTA
";TUYAU COMPRESSEUR CONDENSEUR;Refused;1;2;0,5;73;REFROIDISSEMENT GMP;X79;F10174;Fonction;CIRCUIT DE CONDITIONNEMENT D' AIR;Renault;47;Projet;H79 PH2 F4R BRESIL;;NA;NA;7;UAS;0RDBA;NA;1;Valide;"	";26/05/2017;F10174/AE;NA;;TUYAU 1 ENTRE COMPRESSEUR ET CONDENSEUR;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;; VUC,UAS;0RDBA;Officielle;;;;BE;;NA;;924900169R;TUYAU COMPRESSEUR CONDENSEUR;PIE;Renault;0RDBA;;Renault;NA; PCE Pièce, Unité;;;;EXT;0RDBA;Officielle; UAS,VUC;NA;---;NA;-;XUR;;CONTINENTAL DO BRASIL PROD A;0E;;Oui;NA;NA;Design - Montée en Gamme - Teintes;Non définie;;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;0,17;Calculée;;;Plan et Num 3D obligatoires;Renault;Plan;---;2;;técnico;
