TIPO;DIRECTION;ELTDEC_numero;ELTDEC_designation;FAM_code;FCT_numero;FCT_designation;ESO_num_PG;ESO_designation_PG;PIE_numero;PIE_designation;PIE_gest_MDS;PIEIND_indice;PIEIND_typologie;VARCAS_MTC;3D;MDS;Plan;3D_ok;2D_ok;MDS_ok;perimetro
COCA;DE-VB;12;SOUBASSEMENT;XJD;F11087;ELEMENT DE FERMETURE DE SOUBASSEMENT ARRIERE;F11087/AB;ELEMENT FRMT LAT G DE SOUBASSEMENT AR;745338473R;FERMETURE LAT G SOUBASSEMENT AR;Oui;--A;Plan et Num 3D obligatoires;HJD/ENPB01,ENPC01,ENPD01.;3DRP939329;728635245 / 1.00;745330001R;OK;OK;OK;12 - SOUBASSEMENT
POI;DE-VB;13;TOLERIE OUVRANTS;XJD;F18702;AILE AV D;F18702/AA;AILE AV D;631006111R;AILE AV D;Oui;--C;Plan et Num 3D obligatoires;HJD.;-;-;-;NOT OK;NOT OK;NOT OK;13 - TOLERIE OUVRANTS
POI;DE-VB;13;TOLERIE OUVRANTS;XJD;F18732;AILE AV G;F18732/AA;AILE AV G;631017403R;AILE AV G;Oui;--C;Plan et Num 3D obligatoires;HJD.;-;-;-;NOT OK;NOT OK;NOT OK;13 - TOLERIE OUVRANTS
POI;DE-VB;13;TOLERIE OUVRANTS;XJD;F10147;CAISSON PORTE AVANT;F10147/AA;CAISSON DE PORTE AV D;801109157R;CAISSON PORTE AV D;Oui;--C;Plan et Num 3D obligatoires;HJD/DG.;-;-;-;NOT OK;NOT OK;NOT OK;13 - TOLERIE OUVRANTS
POI;DE-VB;13;TOLERIE OUVRANTS;XJD;F10147;CAISSON PORTE AVANT;F10147/AB;CAISSON DE PORTE AV G;801113684R;CAISSON PORTE AV G;Oui;--C;Plan et Num 3D obligatoires;HJD/DG.;-;-;-;NOT OK;NOT OK;NOT OK;13 - TOLERIE OUVRANTS
POI;DE-VB;13;TOLERIE OUVRANTS;XJD;ASS003107;RENFORT CEINTURE PORTE AV D ASS;ASS003107;RENFORT DE CEINTURE DE PORTE AV D ASS;801088840R;RENFORT CEINTURE PORTE AV D ASS;Non;---;Pas d'élément de définition obligatoire;HJD.;-;-;-;NO APLICA;NO APLICA;NO APLICA;13 - TOLERIE OUVRANTS
POI;DE-VB;13;TOLERIE OUVRANTS;XJD;F10149;CAISSON DE PORTE ARRIERE;F10149/AB;CAISSON DE PORTE ARRIERE G;821136252R;CAISSON PORTE AR G;Oui;--D;Plan et Num 3D obligatoires;HJD.;-;827321016 / 1.00;-;NOT OK;NOT OK;OK;13 - TOLERIE OUVRANTS
POI;DE-VB;13;TOLERIE OUVRANTS;XJD;F10149;CAISSON DE PORTE ARRIERE;F10149/AA;CAISSON DE PORTE ARRIERE D;821121629R;CAISSON PORTE AR D;Oui;--D;Plan et Num 3D obligatoires;HJD.;-;827319819 / 1.00;-;NOT OK;NOT OK;OK;13 - TOLERIE OUVRANTS
POI;DE-VB;13;TOLERIE OUVRANTS;XJD;F10464;PANNEAU EXTERIEUR DE PORTE ARRIERE;F10464/AA;PANNEAU EXTERIEUR DE PORTE AR D;821520124R;PANNEAU EXT PORTE AR D;Oui;---;Plan et Num 3D obligatoires;HJD/SAUF TLRP50.;3DRD401655;827344405 / 1.00;2D6040838R;OK;OK;OK;13 - TOLERIE OUVRANTS
POI;DE-VB;13;TOLERIE OUVRANTS;XJD;F10464;PANNEAU EXTERIEUR DE PORTE ARRIERE;F10464/AB;PANNEAU EXTERIEUR DE PORTE AR G;821538382R;PANNEAU EXT PORTE AR G;Oui;---;Plan et Num 3D obligatoires;HJD/SAUF TLRP50.;3DRD380985;827336951 / 1.00;2D6040838R;OK;OK;OK;13 - TOLERIE OUVRANTS
COCA;DE-VB;13;TOLERIE OUVRANTS;XJD;F10987;RENFORT DE CEINTURE DE PORTE AR;F10987/AB;RENFORT DE CEINTURE DE PORTE AR D;821467359R;RENFORT CEINTURE PORTE AR D;Oui;--A;Plan et Num 3D obligatoires;HJD.;3DRP088093;728635667 / 1.00;2D9251237R;OK;OK;OK;13 - TOLERIE OUVRANTS
COCA;DE-VB;13;TOLERIE OUVRANTS;XJD;F10987;RENFORT DE CEINTURE DE PORTE AR;F10987/AA;RENFORT DE CEINTURE DE PORTE AR G;821474009R;RENFORT CEINTURE PORTE AR G;Oui;--A;Plan et Num 3D obligatoires;HJD.;3DRO242810;728636373 / 1.00;2D9251237R;OK;OK;OK;13 - TOLERIE OUVRANTS
POI;DE-VB;13;TOLERIE OUVRANTS;XJD;F10257;DOUBLURE DE CAPOT;F10257/AA;DOUBLURE DE CAPOT;651229106R;DOUBLURE CAPOT AV;Oui;---;Plan et Num 3D obligatoires;HJD/APL03.;3DRO213530;827339575 / 1.00;2D6010899R;OK;OK;OK;13 - TOLERIE OUVRANTS
POI;DE-VB;13;TOLERIE OUVRANTS;XJD;F10463;PANNEAU EXTERIEUR DE CAPOT;F10463/AA;PANNEAU EXT DE CAPOT;651120409R;PANNEAU EXT CAPOT AV;Oui;---;Plan et Num 3D obligatoires;HJD/APL03.;3DR3040750;827319621 / 1.00;2D6049684R;OK;OK;OK;13 - TOLERIE OUVRANTS
COCA;DE-VB;13;TOLERIE OUVRANTS;XJD;ASS002900;RENFORT DE GACHE CAPOT ASS;ASS002900;RENFORT DE GACHE CAPOT ASS;656156707R;RENFORT GACHE CAPOT AV ASS;Non;--A;Plan de définition obligatoire;HJD.;-;-;2D6093246R;NO APLICA;OK;NO APLICA;13 - TOLERIE OUVRANTS
POI;DE-VB;13;TOLERIE OUVRANTS;XJD;F10148;CAISSON DE PORTE DE COFFRE;F10148/AA;CAISSON DE PORTE DE COFFRE;901222287R;CAISSON PORTE COFFRE;Oui;--A;Plan et Num 3D obligatoires;HJD.;-;827341497 / 1.00;-;NOT OK;NOT OK;OK;13 - TOLERIE OUVRANTS
COCA;DE-VB;13;TOLERIE OUVRANTS;XJD;F10148;CAISSON DE PORTE DE COFFRE;F10148/AW;RENFORT D CAISSON DE PORTE DE COFFRE;901323145R;RENFORT D CAISSON PORTE COFFRE;Oui;--A;Plan et Num 3D obligatoires;HJD.;-;-;2DL473194R;NOT OK;OK;NOT OK;13 - TOLERIE OUVRANTS
COCA;DE-VB;13;TOLERIE OUVRANTS;XJD;F10148;CAISSON DE PORTE DE COFFRE;F10148/AX;RENFORT G CAISSON DE PORTE DE COFFRE;901336133R;RENFORT G CAISSON PORTE COFFRE;Oui;--A;Plan et Num 3D obligatoires;HJD.;-;-;2DL473194R;NOT OK;OK;NOT OK;13 - TOLERIE OUVRANTS
POI;DE-VB;13;TOLERIE OUVRANTS;XJD;F10466;PANNEAU EXT DE PORTE DE COFFRE;F10466/AE;PANNEAU EXT INF DE PORTE DE COFFRE;901522459R;PANNEAU EXT INF PORTE COFFRE;Oui;--A;Plan et Num 3D obligatoires;HJD/APL03.;3DRP426885;-;2D6060733R;OK;OK;NOT OK;13 - TOLERIE OUVRANTS
POI;DE-VB;13;TOLERIE OUVRANTS;XJD;F10466;PANNEAU EXT DE PORTE DE COFFRE;F10466/AD;PANNEAU EXT SUP DE PORTE DE COFFRE;901526435R;PANNEAU EXT SUP PORTE COFFRE;Oui;---;Plan et Num 3D obligatoires;HJD/APL03.;3DR3041340;827338334 / 1.00;2D6037231R;OK;OK;OK;13 - TOLERIE OUVRANTS
POI;DE-VB;13;TOLERIE OUVRANTS;XJD;F10466;PANNEAU EXT DE PORTE DE COFFRE;F10466/AC;PANNEAU EXT G DE PORTE DE COFFRE;901506790R;PANNEAU EXT LAT G PORTE COFFRE;Oui;--A;Plan et Num 3D obligatoires;HJD/APL03.;-;827332858 / 1.00;2D6047617R;NOT OK;OK;OK;13 - TOLERIE OUVRANTS
POI;DE-VB;13;TOLERIE OUVRANTS;XJD;F10466;PANNEAU EXT DE PORTE DE COFFRE;F10466/AA;PANNEAU EXT D DE PORTE DE COFFRE;901002688R;PANNEAU EXT LAT D PORTE COFFRE;Oui;--A;Plan et Num 3D obligatoires;HJD/APL03.;-;827319438 / 1.00;2D6047617R;NOT OK;OK;OK;13 - TOLERIE OUVRANTS
COCA;DE-VB;13;TOLERIE OUVRANTS;XJD;ASS003129;RENFORT SERRURE PORTE DE COFFRE ASS;ASS003129;RENFORT SERRURE PORTE DE COFFRE ASS;843408889R;RENFORT SERRURE PORTE COFFRE ASS;Non;--A;Plan de définition obligatoire;HJD.;-;-;2DL469935R;NO APLICA;OK;NO APLICA;13 - TOLERIE OUVRANTS
COCA;DE-VB;13;TOLERIE OUVRANTS;XJD;ASS004745;TRAPPE CARBURANT P-ASS;ASS004745;TRAPPE CARBURANT P-ASS;788305679R;TRAPPE ENERGIE P-ASS;Oui;--B;Plan de définition obligatoire;HJD/ENPB01.;-;-;-;NO APLICA;NOT OK;NOT OK;13 - TOLERIE OUVRANTS
COCA;DE-VB;13;TOLERIE OUVRANTS;XJD;F18718;ARTICULATION DE PORTE AV D;F18718/AH;ARTICULATION INF DE PORTE AV D SUR PORTE;8200599554;ARTICULATION INF PORTE LAT;Oui;--B;Plan et Num 3D obligatoires;HJD.;M000377514;61607451 / 2.00;8200599554;OK;OK;OK;13 - TOLERIE OUVRANTS
COCA;DE-VB;13;TOLERIE OUVRANTS;XJD;F18718;ARTICULATION DE PORTE AV D;F18718/AI;ARTICULATION SUP DE PORTE AV D SUR PORTE;8200599553;ARTICULATION SUP PORTE LAT;Oui;--B;Plan et Num 3D obligatoires;HJD.;M000377495;MDS00008639;8200599553;OK;OK;OK;13 - TOLERIE OUVRANTS
COCA;DEA-PB;31;ACCES - PROTECTION VEHICULE;XJD;F16394;COMMANDE OUVERTURE TRAPPE CARBURANT;F16394/AB;CABLE 1 COMMANDE OUVERTURE MECANIQUE TRAPPE A CRBT;788224477R;CABLE COMMANDE OVRT TRAPPE CARBURANT;Oui;---;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01.;3DRR651165;743849303 / 1.00;2D0029317P;OK;OK;OK;31 - ACCES - PROTECTION VEHICULE
COCA;DEA-PB;31;ACCES - PROTECTION VEHICULE;XJD;F10188;COMMANDE OUVERTURE CAPOT;F10188/AA;CABLE DE COMMANDE D' OUVERTURE DE CAPOT;656204154R;COMMANDE OVRT CAPOT;Oui;---;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01.;3DRR651124;743798348 / 1.00;2D0031419P;OK;OK;OK;31 - ACCES - PROTECTION VEHICULE
COCA;DEA-PB;31;ACCES - PROTECTION VEHICULE;XJD;ASS001756;COLLECTION VERROU PORTE;ASS001756;COLLECTION VERROU;806016966R;COLLECTION VERROU;Non;---;Pas d'élément de définition obligatoire;HJD/SOP03C/ENPC01,ENPD01.;-;-;-;NO APLICA;NO APLICA;NO APLICA;31 - ACCES - PROTECTION VEHICULE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10323;ETANCHEITE DE VITRE LAT MOBILE DE PORTE AV;F10323/AM;COULISSE AV DE VITRE AV D;803303108R;COULISSE VITRE AV D;Oui;--A;Plan et Num 3D obligatoires;HJD.;3DRX028VTK;740582546 / 1.00;-;OK;NOT OK;OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10323;ETANCHEITE DE VITRE LAT MOBILE DE PORTE AV;F10323/AI;LECHEUR EXT DE VITRE AV D;808208520R;LECHEUR EXT VITRE AV D;Oui;--A;Plan et Num 3D obligatoires;HJD.;3DRX027A7R;740580175 / 1.00;2D0034010P;OK;OK;OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10323;ETANCHEITE DE VITRE LAT MOBILE DE PORTE AV;F10323/AN;COULISSE AV DE VITRE AV G;803319837R;COULISSE VITRE AV G;Oui;--A;Plan et Num 3D obligatoires;HJD.;3DRX028W4U;740585431 / 1.00;-;OK;NOT OK;OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10323;ETANCHEITE DE VITRE LAT MOBILE DE PORTE AV;F10323/AL;LECHEUR INT DE VITRE AV G;803310370R;LECHEUR INT PORTE AV G;Oui;--A;Plan et Num 3D obligatoires;HJD.;3DRX028W5C;740581508 / 1.00;2D0034013P;OK;OK;OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10323;ETANCHEITE DE VITRE LAT MOBILE DE PORTE AV;F10323/AJ;LECHEUR EXT DE VITRE AV G;808219363R;LECHEUR EXT VITRE AV G;Oui;--A;Plan et Num 3D obligatoires;HJD.;3DRX027A5U;740581024 / 1.00;2D0034010P;OK;OK;OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10323;ETANCHEITE DE VITRE LAT MOBILE DE PORTE AV;F10323/AK;LECHEUR INT DE VITRE AV D;803308368R;LECHEUR INT PORTE AV D;Oui;--A;Plan et Num 3D obligatoires;HJD.;3DRX028W5H;740581222 / 1.00;2D0034013P;OK;OK;OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10322;ETANCHEITE DE VITRE LAT MOBILE DE PORTE AR;F10322/AK;LECHEUR EXT AR DE VITRE AR D;828206028R;LECHEUR EXT VITRE AR D;Oui;--A;Plan et Num 3D obligatoires;HJD.;3DRX027A68;740581083 / 1.00;2D0034009P;OK;OK;OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10322;ETANCHEITE DE VITRE LAT MOBILE DE PORTE AR;F10322/AM;LECHEUR INT AR DE VITRE AR D;823304189R;LECHEUR INT VITRE AR D;Oui;--A;Plan et Num 3D obligatoires;HJD.;3DRX01B2M7;740581536 / 2.00;2D0034011P;OK;OK;OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10322;ETANCHEITE DE VITRE LAT MOBILE DE PORTE AR;F10322/AR;COULISSE DE VITRE AR D;823305911R;COULISSE VITRE AR D;Oui;--A;Plan et Num 3D obligatoires;HJD.;-;740585452 / 1.00;-;NOT OK;NOT OK;OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10322;ETANCHEITE DE VITRE LAT MOBILE DE PORTE AR;F10322/AQ;COULISSE DE VITRE AR G;823319715R;COULISSE VITRE AR G;Oui;--A;Plan et Num 3D obligatoires;HJD.;-;740585528 / 1.00;-;NOT OK;NOT OK;OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10322;ETANCHEITE DE VITRE LAT MOBILE DE PORTE AR;F10322/AL;LECHEUR EXT AR DE VITRE AR G;828211587R;LECHEUR EXT VITRE AR G;Oui;--A;Plan et Num 3D obligatoires;HJD.;3DRX027A2G;740581153 / 1.00;2D0034009P;OK;OK;OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10322;ETANCHEITE DE VITRE LAT MOBILE DE PORTE AR;F10322/AN;LECHEUR INT AR DE VITRE AR G;823316157R;LECHEUR INT PORTE AR G;Oui;--A;Plan et Num 3D obligatoires;HJD.;3DRX01B2CF;740581605 / 1.00;2D0034011P;OK;OK;OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10319;ETANCHEITE DE PORTES AV SUR CAISSE;F10319/AB;JOINT D' ENTREE DE PORTE AV G SUR CAISSE;808329651R;JOINT ENTREE PORTE AV;Oui;--A;Plan et Num 3D obligatoires;HJD.;3DRX0243JM;740607151 / 1.00;2D0033892P;OK;OK;OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10320;ETANCHEITE DE PORTES AV SUR PORTE;F10320/AA;JOINT SECONDAIRE SUR PORTE AV D;808308270R;JOINT ANTISALISSURE PORTE AV D;Oui;--A;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01.;3DRX024LGD;740582244 / 1.00;2D0033895P;OK;OK;OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10320;ETANCHEITE DE PORTES AV SUR PORTE;F10320/AB;JOINT SECONDAIRE SUR PORTE AV G;808319732R;JOINT ANTISALISSURE PORTE AV G;Oui;--A;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01.;3DRX024LFA;740582322 / 1.00;2D0033895P;OK;OK;OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10784;ETANCHEITE DE PORTES AVANT ET ARRIERE SUR CAISSE;F10784/AB;DOUBLE ETANCHEITE PORTES AV ET AR GAUCHE SUR CAISSE;768617082R;JOINT DOUBLE ETANCHEITE G;Oui;--A;Plan et Num 3D obligatoires;HJD.;3DRX023JQR;740582177 / 1.00;2D0034014P;OK;OK;OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10784;ETANCHEITE DE PORTES AVANT ET ARRIERE SUR CAISSE;F10784/AA;DOUBLE ETANCHEITE PORTES AV ET AR DROITE SUR CAISSE;768609369R;JOINT DOUBLE ETANCHEITE D;Oui;--A;Plan et Num 3D obligatoires;HJD.;3DRX023JQR;740581988 / 1.00;2D0034014P;OK;OK;OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10317;ETANCHEITE DE PORTES AR SUR CAISSE;F10317/AB;JOINT D' ENTREE DE PORTE AR G SUR CAISSE;769247554R;JOINT ENTREE PORTE AR G;Oui;--A;Plan de définition obligatoire;HJD.;3DRX02434A;740607205 / 1.00;2D0033891P;NO APLICA;OK;OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10318;ETANCHEITE DE PORTES ARRIERE SUR PORTE;F10318/AI;JOINT SECONDAIRE INF DE PORTE AR G;828359597R;JOINT ANTISALISSURE INF PORTE AR G;Oui;--A;Plan et Num 3D obligatoires;HJD/ENPB01,ENPC01.;3DRX024LDS;740582432 / 1.00;2D0033984P;OK;OK;OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10318;ETANCHEITE DE PORTES ARRIERE SUR PORTE;F10318/AH;JOINT SECONDAIRE INF DE PORTE AR D;823887844R;JOINT ANTISALISSURE INF PORTE AR D;Oui;--A;Plan et Num 3D obligatoires;HJD/ENPB01,ENPC01.;3DRX024LDW;740582352 / 1.00;2D0033984P;OK;OK;OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10315;ETANCHEITE DE PORTE DE COFFRE SUR CAISSE;F10315/AA;JOINT 1 DE PORTE DE COFFRE SUR CAISSE;908305651R;JOINT PORTE COFFRE CAISSE;Oui;--A;Plan et Num 3D obligatoires;HJD/ENPB01.;3DRX025SE9;740607239 / 1.00;2D0033887P;OK;OK;OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10327;ETANCHEITE SOUS COFFRE MOTEUR;F10327/AC;JOINT DE CLOISON CHAUFFAGE;668306107R;JOINT TRAVERSE CHAUFFAGE;Oui;--A;Plan et Num 3D obligatoires;HJD/ENPB01,ENPC01,ENPD01.;3DRX028VQD;740344026 / 1.00;2D0033859P;OK;OK;OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10335;ETANCHEITE PANNEAU DE PORTE AR;F10335/AA;FEUILLE D' ETANCHEITE DE PORTE AR D;828642865R;FEUILLE ETANCHEITE PORTE AR;Oui;---;Plan et Num 3D obligatoires;HJD/ENPB01.;3DRF307462;774623273 / 1.00;2D0034072P;OK;OK;OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F18720;ETANCHEITE PANNEAU DE PORTE AV;F18720/AB;FEUILLE D' ETANCHEITE DE PORTE AV G;809038098R;FEUILLE ETANCHEITE PORTE AV;Oui;---;Plan et Num 3D obligatoires;HJD/ENPB01.;3DRF318979;774622989 / 1.00;2D0034074P;OK;OK;OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10438;MECANISME DE LEVE VITRE AVANT;F10438/AE;MECANISME DE LEVE-VITRE AV D;807204366R;LEVE-VITRE AV D ANTIPINCEMENT;Oui;--A;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01.;-;-;-;NOT OK;NOT OK;NOT OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10438;MECANISME DE LEVE VITRE AVANT;F10438/AF;MECANISME DE LEVE-VITRE AV G;807211707R;LEVE-VITRE AV G ANTIPINCEMENT;Oui;--B;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01.;-;-;2D0034112P;NOT OK;OK;NOT OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10437;MECANISME DE LEVE VITRE ARRIERE;F10437/AF;MECANISME DE LEVE VITRE ARRIERE G;827216888R;LEVE-VITRE AR G ANTIPINCEMENT;Oui;--B;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01.;-;-;2D0034113P;NOT OK;OK;NOT OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VB;32;ETANCHEITE - MANOEUVRE;XJD;F10437;MECANISME DE LEVE VITRE ARRIERE;F10437/AE;MECANISME DE LEVE VITRE ARRIERE D;827202370R;LEVE-VITRE AR D ANTIPINCEMENT;Oui;--A;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01.;-;-;2D0034113P;NOT OK;OK;NOT OK;32 - ETANCHEITE - MANOEUVRE
COCA;DE-VD;41;ACCESSOIRES EXT - BOUCLIERS - BAGUETTES;XJD;F15413;ENJOLIVEUR AILE AV;F15413/AA;ENJOLIVEUR 1 AILE AV D;638749879R;ENJOLIVEUR AILE AV D;Oui;--A;Plan et Num 3D obligatoires;HJD/ENPC01/SAUF PRLEX2.;3DRT187961;728101303 / 1.00;2DV092821R;OK;OK;OK;41 - ACCESSOIRES EXT - BOUCLIERS - BAGUETTES
COCA;DE-VD;41;ACCESSOIRES EXT - BOUCLIERS - BAGUETTES;XJD;F15413;ENJOLIVEUR AILE AV;F15413/AB;ENJOLIVEUR 1 AILE AV G;638754730R;ENJOLIVEUR AILE AV G;Oui;--A;Plan et Num 3D obligatoires;HJD/ENPC01/SAUF PRLEX2.;3DRL688308;728102348 / 1.00;-;OK;NOT OK;OK;41 - ACCESSOIRES EXT - BOUCLIERS - BAGUETTES
COCA;DE-VD;41;ACCESSOIRES EXT - BOUCLIERS - BAGUETTES;XJD;F15413;ENJOLIVEUR AILE AV;F15413/AO;SUPPORT ENJOLIVEUR AILE AV D;638A89206R;SUPPORT ENJOLIVEUR AILE AV D;Oui;---;Plan et Num 3D obligatoires;HJD/ENPC01/SAUF PRLEX2.;3DRT190607;728102490 / 1.00;2DU972294R;OK;OK;OK;41 - ACCESSOIRES EXT - BOUCLIERS - BAGUETTES
COCA;DE-VD;41;ACCESSOIRES EXT - BOUCLIERS - BAGUETTES;XJD;F15413;ENJOLIVEUR AILE AV;F15413/AP;SUPPORT ENJOLIVEUR AILE AV G;638A97082R;SUPPORT ENJOLIVEUR AILE AV G;Oui;---;Plan et Num 3D obligatoires;HJD/ENPC01/SAUF PRLEX2.;3DRL686980;728102848 / 1.00;2DU972294R;OK;OK;OK;41 - ACCESSOIRES EXT - BOUCLIERS - BAGUETTES
PLDA;DE-VD;41;ACCESSOIRES EXT - BOUCLIERS - BAGUETTES;XJD;F15413;ENJOLIVEUR AILE AV;F15413/AA;ENJOLIVEUR 1 AILE AV D;638745762R;ENJOLIVEUR AILE AV D ASS;Oui;---;Plan et Num 3D obligatoires;HJD/EA2/TR4X4/ENPD01/SAUF PRLEX2.;-;843460847 / 1.00;-;NOT OK;NOT OK;OK;41 - ACCESSOIRES EXT - BOUCLIERS - BAGUETTES
PLDA;DE-VD;41;ACCESSOIRES EXT - BOUCLIERS - BAGUETTES;XJD;F15413;ENJOLIVEUR AILE AV;F15413/AB;ENJOLIVEUR 1 AILE AV G;638758276R;ENJOLIVEUR AILE AV G ASS;Oui;---;Plan et Num 3D obligatoires;HJD/EA2/TR4X4/ENPD01/SAUF PRLEX2.;-;843460725 / 1.00;-;NOT OK;NOT OK;OK;41 - ACCESSOIRES EXT - BOUCLIERS - BAGUETTES
DL;DE-VD;41;ACCESSOIRES EXT - BOUCLIERS - BAGUETTES;XJD;F10451;OBTURATION ANNEAU REMORQUAGE BOUCLIER AV;F10451/AB;OBTURATEUR G D' ANNEAU DE REMORQUAGE AV;511814633R;TRAPPE G ANNEAU REMORQUAGE AV;Oui;---;Plan et Num 3D obligatoires;HJD/EA1/ENPD01.;-;776846315 / 2.00;-;NOT OK;NOT OK;OK;41 - ACCESSOIRES EXT - BOUCLIERS - BAGUETTES
DL;DE-VD;41;ACCESSOIRES EXT - BOUCLIERS - BAGUETTES;XJD;F10451;OBTURATION ANNEAU REMORQUAGE BOUCLIER AV;F10451/AA;OBTURATEUR D D' ANNEAU DE REMORQUAGE AV;511802300R;TRAPPE D ANNEAU REMORQUAGE AV;Oui;---;Plan et Num 3D obligatoires;HJD/EA1/ENPD01.;-;776844894 / 2.00;-;NOT OK;NOT OK;OK;41 - ACCESSOIRES EXT - BOUCLIERS - BAGUETTES
DL;DE-VD;41;ACCESSOIRES EXT - BOUCLIERS - BAGUETTES;XJD;F10451;OBTURATION ANNEAU REMORQUAGE BOUCLIER AV;F10451/AB;OBTURATEUR G D' ANNEAU DE REMORQUAGE AV;511813384R;TRAPPE G ANNEAU REMORQUAGE AV;Oui;---;Plan et Num 3D obligatoires;HJD/EA2/ENPD01/SAUF PRLOOC.;-;776828660 / 2.00;-;NOT OK;NOT OK;OK;41 - ACCESSOIRES EXT - BOUCLIERS - BAGUETTES
DL;DE-VD;41;ACCESSOIRES EXT - BOUCLIERS - BAGUETTES;XJD;F10451;OBTURATION ANNEAU REMORQUAGE BOUCLIER AV;F10451/AA;OBTURATEUR D D' ANNEAU DE REMORQUAGE AV;511802328R;TRAPPE D ANNEAU REMORQUAGE AV;Oui;---;Plan et Num 3D obligatoires;HJD/EA2/ENPD01/SAUF PRLOOC.;-;776825438 / 2.00;-;NOT OK;NOT OK;OK;41 - ACCESSOIRES EXT - BOUCLIERS - BAGUETTES
DL;DE-VD;41;ACCESSOIRES EXT - BOUCLIERS - BAGUETTES;XJD;F10014;ADAPTATION DU BOUCLIER AVANT SUR VEHICULE;F10014/AL;SUPPORT AV G DE BOUCLIER AV;622230689R;SUPPORT AV G BOUCLIER AV;Oui;---;Plan et Num 3D obligatoires;HJD/ENPD01.;-;777752522 / 2.00;-;NOT OK;NOT OK;OK;41 - ACCESSOIRES EXT - BOUCLIERS - BAGUETTES
DL;DE-VD;41;ACCESSOIRES EXT - BOUCLIERS - BAGUETTES;XJD;F10014;ADAPTATION DU BOUCLIER AVANT SUR VEHICULE;F10014/AM;SUPPORT AV D DE BOUCLIER AV;622227789R;SUPPORT AV D BOUCLIER AV;Oui;---;Plan et Num 3D obligatoires;HJD/ENPD01.;-;777750980 / 2.00;-;NOT OK;NOT OK;OK;41 - ACCESSOIRES EXT - BOUCLIERS - BAGUETTES
