gutenberg_id,text,title,document
36,"I perceived that we were no longer hemmed in, that now we might get",The War of the Worlds,4086
36,"away.  So soon as I realised that the way of escape was open, my dream",The War of the Worlds,4087
36,"of action returned.  But the curate was lethargic, unreasonable.",The War of the Worlds,4088
36,"",The War of the Worlds,4089
36,"""We are safe here,"" he repeated; ""safe here.""",The War of the Worlds,4090
36,"",The War of the Worlds,4091
36,I resolved to leave him--would that I had!  Wiser now for the,The War of the Worlds,4092
36,"artilleryman's teaching, I sought out food and drink.  I had found oil",The War of the Worlds,4093
36,"and rags for my burns, and I also took a hat and a flannel shirt that",The War of the Worlds,4094
36,I found in one of the bedrooms.  When it was clear to him that I meant,The War of the Worlds,4095
36,to go alone--had reconciled myself to going alone--he suddenly roused,The War of the Worlds,4096
36,"himself to come.  And all being quiet throughout the afternoon, we",The War of the Worlds,4097
36,"started about five o'clock, as I should judge, along the blackened",The War of the Worlds,4098
36,road to Sunbury.,The War of the Worlds,4099
36,"",The War of the Worlds,4100
36,"In Sunbury, and at intervals along the road, were dead bodies lying",The War of the Worlds,4101
36,"in contorted attitudes, horses as well as men, overturned carts and",The War of the Worlds,4102
36,"luggage, all covered thickly with black dust.  That pall of cindery",The War of the Worlds,4103
36,powder made me think of what I had read of the destruction of Pompeii.,The War of the Worlds,4104
36,"We got to Hampton Court without misadventure, our minds full of",The War of the Worlds,4105
36,"strange and unfamiliar appearances, and at Hampton Court our eyes were",The War of the Worlds,4106
36,relieved to find a patch of green that had escaped the suffocating,The War of the Worlds,4107
36,"drift.  We went through Bushey Park, with its deer going to and fro",The War of the Worlds,4108
36,"under the chestnuts, and some men and women hurrying in the distance",The War of the Worlds,4109
36,"towards Hampton, and so we came to Twickenham.  These were the first",The War of the Worlds,4110
36,people we saw.,The War of the Worlds,4111
36,"",The War of the Worlds,4112
36,Away across the road the woods beyond Ham and Petersham were still,The War of the Worlds,4113
36,"afire.  Twickenham was uninjured by either Heat-Ray or Black Smoke,",The War of the Worlds,4114
36,"and there were more people about here, though none could give us news.",The War of the Worlds,4115
36,"For the most part they were like ourselves, taking advantage of a lull",The War of the Worlds,4116
36,to shift their quarters.  I have an impression that many of the houses,The War of the Worlds,4117
36,"here were still occupied by scared inhabitants, too frightened even",The War of the Worlds,4118
36,for flight.  Here too the evidence of a hasty rout was abundant along,The War of the Worlds,4119
36,"the road.  I remember most vividly three smashed bicycles in a heap,",The War of the Worlds,4120
36,pounded into the road by the wheels of subsequent carts.  We crossed,The War of the Worlds,4121
36,Richmond Bridge about half past eight.  We hurried across the exposed,The War of the Worlds,4122
36,"bridge, of course, but I noticed floating down the stream a number",The War of the Worlds,4123
36,"of red masses, some many feet across.  I did not know what these",The War of the Worlds,4124
36,were--there was no time for scrutiny--and I put a more horrible,The War of the Worlds,4125
36,interpretation on them than they deserved.  Here again on the Surrey,The War of the Worlds,4126
36,"side were black dust that had once been smoke, and dead bodies--a heap",The War of the Worlds,4127
36,near the approach to the station; but we had no glimpse of the,The War of the Worlds,4128
36,Martians until we were some way towards Barnes.,The War of the Worlds,4129
36,"",The War of the Worlds,4130
36,We saw in the blackened distance a group of three people running,The War of the Worlds,4131
36,"down a side street towards the river, but otherwise it seemed",The War of the Worlds,4132
36,deserted.  Up the hill Richmond town was burning briskly; outside the,The War of the Worlds,4133
36,town of Richmond there was no trace of the Black Smoke.,The War of the Worlds,4134
36,"",The War of the Worlds,4135
36,"Then suddenly, as we approached Kew, came a number of people",The War of the Worlds,4136
36,"running, and the upperworks of a Martian fighting-machine loomed in",The War of the Worlds,4137
36,"sight over the housetops, not a hundred yards away from us.  We stood",The War of the Worlds,4138
36,"aghast at our danger, and had the Martian looked down we must",The War of the Worlds,4139
36,immediately have perished.  We were so terrified that we dared not go,The War of the Worlds,4140
36,"on, but turned aside and hid in a shed in a garden.  There the curate",The War of the Worlds,4141
36,"crouched, weeping silently, and refusing to stir again.",The War of the Worlds,4142
36,"",The War of the Worlds,4143
36,"But my fixed idea of reaching Leatherhead would not let me rest,",The War of the Worlds,4144
36,"and in the twilight I ventured out again.  I went through a shrubbery,",The War of the Worlds,4145
36,"and along a passage beside a big house standing in its own grounds,",The War of the Worlds,4146
36,and so emerged upon the road towards Kew.  The curate I left in the,The War of the Worlds,4147
36,"shed, but he came hurrying after me.",The War of the Worlds,4148
36,"",The War of the Worlds,4149
36,That second start was the most foolhardy thing I ever did.  For it,The War of the Worlds,4150
36,was manifest the Martians were about us.  No sooner had the curate,The War of the Worlds,4151
36,overtaken me than we saw either the fighting-machine we had seen,The War of the Worlds,4152
36,"before or another, far away across the meadows in the direction of Kew",The War of the Worlds,4153
36,Lodge.  Four or five little black figures hurried before it across the,The War of the Worlds,4154
36,"green-grey of the field, and in a moment it was evident this Martian",The War of the Worlds,4155
36,"pursued them.  In three strides he was among them, and they ran",The War of the Worlds,4156
36,radiating from his feet in all directions.  He used no Heat-Ray to,The War of the Worlds,4157
36,"destroy them, but picked them up one by one.  Apparently he tossed",The War of the Worlds,4158
36,"them into the great metallic carrier which projected behind him, much",The War of the Worlds,4159
36,as a workman's basket hangs over his shoulder.,The War of the Worlds,4160
36,"",The War of the Worlds,4161
36,It was the first time I realised that the Martians might have any,The War of the Worlds,4162
36,other purpose than destruction with defeated humanity.  We stood for a,The War of the Worlds,4163
36,"moment petrified, then turned and fled through a gate behind us into a",The War of the Worlds,4164
36,"walled garden, fell into, rather than found, a fortunate ditch, and",The War of the Worlds,4165
36,"lay there, scarce daring to whisper to each other until the stars were",The War of the Worlds,4166
36,out.,The War of the Worlds,4167
36,"",The War of the Worlds,4168
36,I suppose it was nearly eleven o'clock before we gathered courage,The War of the Worlds,4169
36,"to start again, no longer venturing into the road, but sneaking along",The War of the Worlds,4170
36,"hedgerows and through plantations, and watching keenly through the",The War of the Worlds,4171
36,"darkness, he on the right and I on the left, for the Martians, who",The War of the Worlds,4172
36,seemed to be all about us.  In one place we blundered upon a scorched,The War of the Worlds,4173
36,"and blackened area, now cooling and ashen, and a number of scattered",The War of the Worlds,4174
36,"dead bodies of men, burned horribly about the heads and trunks but",The War of the Worlds,4175
36,"with their legs and boots mostly intact; and of dead horses, fifty",The War of the Worlds,4176
36,"feet, perhaps, behind a line of four ripped guns and smashed gun",The War of the Worlds,4177
36,carriages.,The War of the Worlds,4178
36,"",The War of the Worlds,4179
36,"Sheen, it seemed, had escaped destruction, but the place was silent",The War of the Worlds,4180
36,"and deserted.  Here we happened on no dead, though the night was too",The War of the Worlds,4181
36,dark for us to see into the side roads of the place.  In Sheen my,The War of the Worlds,4182
36,"companion suddenly complained of faintness and thirst, and we decided",The War of the Worlds,4183
36,to try one of the houses.,The War of the Worlds,4184
36,"",The War of the Worlds,4185
36,"The first house we entered, after a little difficulty with the",The War of the Worlds,4186
36,"window, was a small semi-detached villa, and I found nothing eatable",The War of the Worlds,4187
36,"left in the place but some mouldy cheese.  There was, however, water",The War of the Worlds,4188
36,"to drink; and I took a hatchet, which promised to be useful in our",The War of the Worlds,4189
36,next house-breaking.,The War of the Worlds,4190
36,"",The War of the Worlds,4191
36,We then crossed to a place where the road turns towards Mortlake.,The War of the Worlds,4192
36,"Here there stood a white house within a walled garden, and in the",The War of the Worlds,4193
36,pantry of this domicile we found a store of food--two loaves of bread,The War of the Worlds,4194
36,"in a pan, an uncooked steak, and the half of a ham.  I give this",The War of the Worlds,4195
36,"catalogue so precisely because, as it happened, we were destined to",The War of the Worlds,4196
36,subsist upon this store for the next fortnight.  Bottled beer stood,The War of the Worlds,4197
36,"under a shelf, and there were two bags of haricot beans and some limp",The War of the Worlds,4198
36,"lettuces.  This pantry opened into a kind of wash-up kitchen, and in",The War of the Worlds,4199
36,"this was firewood; there was also a cupboard, in which we found nearly",The War of the Worlds,4200
36,"a dozen of burgundy, tinned soups and salmon, and two tins of",The War of the Worlds,4201
36,biscuits.,The War of the Worlds,4202
36,"",The War of the Worlds,4203
36,We sat in the adjacent kitchen in the dark--for we dared not strike,The War of the Worlds,4204
36,"a light--and ate bread and ham, and drank beer out of the same bottle.",The War of the Worlds,4205
36,"The curate, who was still timorous and restless, was now, oddly",The War of the Worlds,4206
36,"enough, for pushing on, and I was urging him to keep up his strength",The War of the Worlds,4207
36,by eating when the thing happened that was to imprison us.,The War of the Worlds,4208
36,"",The War of the Worlds,4209
36,"""It can't be midnight yet,"" I said, and then came a blinding glare",The War of the Worlds,4210
36,"of vivid green light.  Everything in the kitchen leaped out, clearly",The War of the Worlds,4211
36,"visible in green and black, and vanished again.  And then followed such",The War of the Worlds,4212
36,a concussion as I have never heard before or since.  So close on the,The War of the Worlds,4213
36,"heels of this as to seem instantaneous came a thud behind me, a clash",The War of the Worlds,4214
36,"of glass, a crash and rattle of falling masonry all about us, and the",The War of the Worlds,4215
36,"plaster of the ceiling came down upon us, smashing into a multitude of",The War of the Worlds,4216
36,fragments upon our heads.  I was knocked headlong across the floor,The War of the Worlds,4217
36,against the oven handle and stunned.  I was insensible for a long,The War of the Worlds,4218
36,"time, the curate told me, and when I came to we were in darkness",The War of the Worlds,4219
36,"again, and he, with a face wet, as I found afterwards, with blood from",The War of the Worlds,4220
36,"a cut forehead, was dabbing water over me.",The War of the Worlds,4221
36,"",The War of the Worlds,4222
36,For some time I could not recollect what had happened.  Then things,The War of the Worlds,4223
36,came to me slowly.  A bruise on my temple asserted itself.,The War of the Worlds,4224
36,"",The War of the Worlds,4225
36,"""Are you better?"" asked the curate in a whisper.",The War of the Worlds,4226
36,"",The War of the Worlds,4227
36,At last I answered him.  I sat up.,The War of the Worlds,4228
36,"",The War of the Worlds,4229
36,"""Don't move,"" he said.  ""The floor is covered with smashed crockery",The War of the Worlds,4230
36,"from the dresser.  You can't possibly move without making a noise, and",The War of the Worlds,4231
36,"I fancy _they_ are outside.""",The War of the Worlds,4232
36,"",The War of the Worlds,4233
36,"We both sat quite silent, so that we could scarcely hear each other",The War of the Worlds,4234
36,"breathing.  Everything seemed deadly still, but once something near",The War of the Worlds,4235
36,"us, some plaster or broken brickwork, slid down with a rumbling sound.",The War of the Worlds,4236
36,"Outside and very near was an intermittent, metallic rattle.",The War of the Worlds,4237
36,"",The War of the Worlds,4238
36,"""That!"" said the curate, when presently it happened again.",The War of the Worlds,4239
36,"",The War of the Worlds,4240
36,"""Yes,"" I said.  ""But what is it?""",The War of the Worlds,4241
36,"",The War of the Worlds,4242
36,"""A Martian!"" said the curate.",The War of the Worlds,4243
36,"",The War of the Worlds,4244
36,I listened again.,The War of the Worlds,4245
36,"",The War of the Worlds,4246
36,"""It was not like the Heat-Ray,"" I said, and for a time I was",The War of the Worlds,4247
36,inclined to think one of the great fighting-machines had stumbled,The War of the Worlds,4248
36,"against the house, as I had seen one stumble against the tower of",The War of the Worlds,4249
36,Shepperton Church.,The War of the Worlds,4250
36,"",The War of the Worlds,4251
36,Our situation was so strange and incomprehensible that for three or,The War of the Worlds,4252
36,"four hours, until the dawn came, we scarcely moved.  And then the light",The War of the Worlds,4253
36,"filtered in, not through the window, which remained black, but through",The War of the Worlds,4254
36,a triangular aperture between a beam and a heap of broken bricks in,The War of the Worlds,4255
36,the wall behind us.  The interior of the kitchen we now saw greyly for,The War of the Worlds,4256
36,the first time.,The War of the Worlds,4257
36,"",The War of the Worlds,4258
36,"The window had been burst in by a mass of garden mould, which",The War of the Worlds,4259
36,flowed over the table upon which we had been sitting and lay about our,The War of the Worlds,4260
36,"feet.  Outside, the soil was banked high against the house.  At the",The War of the Worlds,4261
36,top of the window frame we could see an uprooted drainpipe.  The floor,The War of the Worlds,4262
36,was littered with smashed hardware; the end of the kitchen towards the,The War of the Worlds,4263
36,"house was broken into, and since the daylight shone in there, it was",The War of the Worlds,4264
36,evident the greater part of the house had collapsed.  Contrasting,The War of the Worlds,4265
36,"vividly with this ruin was the neat dresser, stained in the fashion,",The War of the Worlds,4266
36,"pale green, and with a number of copper and tin vessels below it, the",The War of the Worlds,4267
36,"wallpaper imitating blue and white tiles, and a couple of coloured",The War of the Worlds,4268
36,supplements fluttering from the walls above the kitchen range.,The War of the Worlds,4269
36,"",The War of the Worlds,4270
36,"As the dawn grew clearer, we saw through the gap in the wall the",The War of the Worlds,4271
36,"body of a Martian, standing sentinel, I suppose, over the still",The War of the Worlds,4272
36,glowing cylinder.  At the sight of that we crawled as circumspectly as,The War of the Worlds,4273
36,possible out of the twilight of the kitchen into the darkness of the,The War of the Worlds,4274
36,scullery.,The War of the Worlds,4275
36,"",The War of the Worlds,4276
36,Abruptly the right interpretation dawned upon my mind.,The War of the Worlds,4277
36,"",The War of the Worlds,4278
36,"""The fifth cylinder,"" I whispered, ""the fifth shot from Mars, has",The War of the Worlds,4279
36,"struck this house and buried us under the ruins!""",The War of the Worlds,4280
36,"",The War of the Worlds,4281
36,"For a time the curate was silent, and then he whispered:",The War of the Worlds,4282
36,"",The War of the Worlds,4283
36,"""God have mercy upon us!""",The War of the Worlds,4284
36,"",The War of the Worlds,4285
36,I heard him presently whimpering to himself.,The War of the Worlds,4286
36,"",The War of the Worlds,4287
36,Save for that sound we lay quite still in the scullery; I for my,The War of the Worlds,4288
36,"part scarce dared breathe, and sat with my eyes fixed on the faint",The War of the Worlds,4289
36,"light of the kitchen door.  I could just see the curate's face, a dim,",The War of the Worlds,4290
36,"oval shape, and his collar and cuffs.  Outside there began a metallic",The War of the Worlds,4291
36,"hammering, then a violent hooting, and then again, after a quiet",The War of the Worlds,4292
36,"interval, a hissing like the hissing of an engine.  These noises, for",The War of the Worlds,4293
36,"the most part problematical, continued intermittently, and seemed if",The War of the Worlds,4294
36,anything to increase in number as time wore on.  Presently a measured,The War of the Worlds,4295
36,thudding and a vibration that made everything about us quiver and the,The War of the Worlds,4296
36,"vessels in the pantry ring and shift, began and continued.  Once the",The War of the Worlds,4297
36,"light was eclipsed, and the ghostly kitchen doorway became absolutely",The War of the Worlds,4298
36,"dark.  For many hours we must have crouched there, silent and",The War of the Worlds,4299
36,"shivering, until our tired attention failed. . . .",The War of the Worlds,4300
36,"",The War of the Worlds,4301
36,At last I found myself awake and very hungry.  I am inclined to,The War of the Worlds,4302
36,believe we must have spent the greater portion of a day before that,The War of the Worlds,4303
36,awakening.  My hunger was at a stride so insistent that it moved me to,The War of the Worlds,4304
36,"action.  I told the curate I was going to seek food, and felt my way",The War of the Worlds,4305
36,"towards the pantry.  He made me no answer, but so soon as I began",The War of the Worlds,4306
36,eating the faint noise I made stirred him up and I heard him crawling,The War of the Worlds,4307
36,after me.,The War of the Worlds,4308
36,"",The War of the Worlds,4309
36,"",The War of the Worlds,4310
36,"",The War of the Worlds,4311
36,CHAPTER TWO,The War of the Worlds,4312
36,"",The War of the Worlds,4313
36,WHAT WE SAW FROM THE RUINED HOUSE,The War of the Worlds,4314
36,"",The War of the Worlds,4315
36,"",The War of the Worlds,4316
36,"After eating we crept back to the scullery, and there I must have",The War of the Worlds,4317
36,"dozed again, for when presently I looked round I was alone.  The",The War of the Worlds,4318
36,thudding vibration continued with wearisome persistence.  I whispered,The War of the Worlds,4319
36,"for the curate several times, and at last felt my way to the door of",The War of the Worlds,4320
36,"the kitchen.  It was still daylight, and I perceived him across the",The War of the Worlds,4321
36,"room, lying against the triangular hole that looked out upon the",The War of the Worlds,4322
36,"Martians.  His shoulders were hunched, so that his head was hidden",The War of the Worlds,4323
36,from me.,The War of the Worlds,4324
36,"",The War of the Worlds,4325
36,I could hear a number of noises almost like those in an engine,The War of the Worlds,4326
36,shed; and the place rocked with that beating thud.  Through the,The War of the Worlds,4327
36,aperture in the wall I could see the top of a tree touched with gold,The War of the Worlds,4328
36,and the warm blue of a tranquil evening sky.  For a minute or so I,The War of the Worlds,4329
36,"remained watching the curate, and then I advanced, crouching and",The War of the Worlds,4330
36,stepping with extreme care amid the broken crockery that littered the,The War of the Worlds,4331
36,floor.,The War of the Worlds,4332
36,"",The War of the Worlds,4333
36,"I touched the curate's leg, and he started so violently that a mass",The War of the Worlds,4334
36,of plaster went sliding down outside and fell with a loud impact.  I,The War of the Worlds,4335
36,"gripped his arm, fearing he might cry out, and for a long time we",The War of the Worlds,4336
36,crouched motionless.  Then I turned to see how much of our rampart,The War of the Worlds,4337
36,remained.  The detachment of the plaster had left a vertical slit open,The War of the Worlds,4338
36,"in the debris, and by raising myself cautiously across a beam I was",The War of the Worlds,4339
36,able to see out of this gap into what had been overnight a quiet,The War of the Worlds,4340
36,"suburban roadway.  Vast, indeed, was the change that we beheld.",The War of the Worlds,4341
36,"",The War of the Worlds,4342
36,The fifth cylinder must have fallen right into the midst of the,The War of the Worlds,4343
36,"house we had first visited.  The building had vanished, completely",The War of the Worlds,4344
36,"smashed, pulverised, and dispersed by the blow.  The cylinder lay now",The War of the Worlds,4345
36,"far beneath the original foundations--deep in a hole, already vastly",The War of the Worlds,4346
36,larger than the pit I had looked into at Woking.  The earth all round,The War of the Worlds,4347
36,"it had splashed under that tremendous impact--""splashed"" is the only",The War of the Worlds,4348
36,word--and lay in heaped piles that hid the masses of the adjacent,The War of the Worlds,4349
36,houses.  It had behaved exactly like mud under the violent blow of a,The War of the Worlds,4350
36,"hammer.  Our house had collapsed backward; the front portion, even on",The War of the Worlds,4351
36,"the ground floor, had been destroyed completely; by a chance the",The War of the Worlds,4352
36,"kitchen and scullery had escaped, and stood buried now under soil and",The War of the Worlds,4353
36,"ruins, closed in by tons of earth on every side save towards the",The War of the Worlds,4354
36,cylinder.  Over that aspect we hung now on the very edge of the great,The War of the Worlds,4355
36,circular pit the Martians were engaged in making.  The heavy beating,The War of the Worlds,4356
36,"sound was evidently just behind us, and ever and again a bright green",The War of the Worlds,4357
36,vapour drove up like a veil across our peephole.,The War of the Worlds,4358
36,"",The War of the Worlds,4359
36,"The cylinder was already opened in the centre of the pit, and on",The War of the Worlds,4360
36,"the farther edge of the pit, amid the smashed and gravel-heaped",The War of the Worlds,4361
36,"shrubbery, one of the great fighting-machines, deserted by its",The War of the Worlds,4362
36,"occupant, stood stiff and tall against the evening sky.  At first I",The War of the Worlds,4363
36,"scarcely noticed the pit and the cylinder, although it has been",The War of the Worlds,4364
36,"convenient to describe them first, on account of the extraordinary",The War of the Worlds,4365
36,"glittering mechanism I saw busy in the excavation, and on account of",The War of the Worlds,4366
36,the strange creatures that were crawling slowly and painfully across,The War of the Worlds,4367
36,the heaped mould near it.,The War of the Worlds,4368
36,"",The War of the Worlds,4369
36,The mechanism it certainly was that held my attention first.  It,The War of the Worlds,4370
36,was one of those complicated fabrics that have since been called,The War of the Worlds,4371
36,"handling-machines, and the study of which has already given such an",The War of the Worlds,4372
36,enormous impetus to terrestrial invention.  As it dawned upon me,The War of the Worlds,4373
36,"first, it presented a sort of metallic spider with five jointed,",The War of the Worlds,4374
36,"agile legs, and with an extraordinary number of jointed levers, bars,",The War of the Worlds,4375
36,and reaching and clutching tentacles about its body.  Most of its,The War of the Worlds,4376
36,"arms were retracted, but with three long tentacles it was fishing",The War of the Worlds,4377
36,"out a number of rods, plates, and bars which lined the covering and",The War of the Worlds,4378
36,"apparently strengthened the walls of the cylinder.  These, as it",The War of the Worlds,4379
36,"extracted them, were lifted out and deposited upon a level surface",The War of the Worlds,4380
36,of earth behind it.,The War of the Worlds,4381
36,"",The War of the Worlds,4382
36,"Its motion was so swift, complex, and perfect that at first I did",The War of the Worlds,4383
36,"not see it as a machine, in spite of its metallic glitter.  The",The War of the Worlds,4384
36,fighting-machines were coordinated and animated to an extraordinary,The War of the Worlds,4385
36,"pitch, but nothing to compare with this.  People who have never seen",The War of the Worlds,4386
36,"these structures, and have only the ill-imagined efforts of artists or",The War of the Worlds,4387
36,"the imperfect descriptions of such eye-witnesses as myself to go upon,",The War of the Worlds,4388
36,scarcely realise that living quality.,The War of the Worlds,4389
36,"",The War of the Worlds,4390
36,I recall particularly the illustration of one of the first,The War of the Worlds,4391
36,pamphlets to give a consecutive account of the war.  The artist had,The War of the Worlds,4392
36,"evidently made a hasty study of one of the fighting-machines, and",The War of the Worlds,4393
36,"there his knowledge ended.  He presented them as tilted, stiff",The War of the Worlds,4394
36,"tripods, without either flexibility or subtlety, and with an",The War of the Worlds,4395
36,altogether misleading monotony of effect.  The pamphlet containing,The War of the Worlds,4396
36,"these renderings had a considerable vogue, and I mention them here",The War of the Worlds,4397
36,simply to warn the reader against the impression they may have,The War of the Worlds,4398
36,created.  They were no more like the Martians I saw in action than a,The War of the Worlds,4399
36,"Dutch doll is like a human being.  To my mind, the pamphlet would have",The War of the Worlds,4400
36,been much better without them.,The War of the Worlds,4401
36,"",The War of the Worlds,4402
36,"At first, I say, the handling-machine did not impress me as a",The War of the Worlds,4403
36,"machine, but as a crablike creature with a glittering integument, the",The War of the Worlds,4404
36,controlling Martian whose delicate tentacles actuated its movements,The War of the Worlds,4405
36,seeming to be simply the equivalent of the crab's cerebral portion.,The War of the Worlds,4406
36,"But then I perceived the resemblance of its grey-brown, shiny,",The War of the Worlds,4407
36,"leathery integument to that of the other sprawling bodies beyond, and",The War of the Worlds,4408
36,the true nature of this dexterous workman dawned upon me.  With that,The War of the Worlds,4409
36,"realisation my interest shifted to those other creatures, the real",The War of the Worlds,4410
36,"Martians.  Already I had had a transient impression of these, and the",The War of the Worlds,4411
36,"first nausea no longer obscured my observation.  Moreover, I was",The War of the Worlds,4412
36,"concealed and motionless, and under no urgency of action.",The War of the Worlds,4413
36,"",The War of the Worlds,4414
36,"They were, I now saw, the most unearthly creatures it is possible",The War of the Worlds,4415
36,"to conceive.  They were huge round bodies--or, rather, heads--about",The War of the Worlds,4416
36,"four feet in diameter, each body having in front of it a face.  This",The War of the Worlds,4417
36,"face had no nostrils--indeed, the Martians do not seem to have had any",The War of the Worlds,4418
36,"sense of smell, but it had a pair of very large dark-coloured eyes,",The War of the Worlds,4419
36,and just beneath this a kind of fleshy beak.  In the back of this head,The War of the Worlds,4420
36,or body--I scarcely know how to speak of it--was the single tight,The War of the Worlds,4421
36,"tympanic surface, since known to be anatomically an ear, though it",The War of the Worlds,4422
36,must have been almost useless in our dense air.  In a group round the,The War of the Worlds,4423
36,"mouth were sixteen slender, almost whiplike tentacles, arranged in two",The War of the Worlds,4424
36,bunches of eight each.  These bunches have since been named rather,The War of the Worlds,4425
36,"aptly, by that distinguished anatomist, Professor Howes, the _hands_.",The War of the Worlds,4426
36,Even as I saw these Martians for the first time they seemed to be,The War of the Worlds,4427
36,"endeavouring to raise themselves on these hands, but of course, with",The War of the Worlds,4428
36,"the increased weight of terrestrial conditions, this was impossible.",The War of the Worlds,4429
36,There is reason to suppose that on Mars they may have progressed upon,The War of the Worlds,4430
36,them with some facility.,The War of the Worlds,4431
36,"",The War of the Worlds,4432
36,"The internal anatomy, I may remark here, as dissection has since",The War of the Worlds,4433
36,"shown, was almost equally simple.  The greater part of the structure",The War of the Worlds,4434
36,"was the brain, sending enormous nerves to the eyes, ear, and tactile",The War of the Worlds,4435
36,"tentacles.  Besides this were the bulky lungs, into which the mouth",The War of the Worlds,4436
36,"opened, and the heart and its vessels.  The pulmonary distress caused",The War of the Worlds,4437
36,by the denser atmosphere and greater gravitational attraction was only,The War of the Worlds,4438
36,too evident in the convulsive movements of the outer skin.,The War of the Worlds,4439
36,"",The War of the Worlds,4440
36,And this was the sum of the Martian organs.  Strange as it may seem,The War of the Worlds,4441
36,"to a human being, all the complex apparatus of digestion, which makes",The War of the Worlds,4442
36,"up the bulk of our bodies, did not exist in the Martians.  They were",The War of the Worlds,4443
36,"heads--merely heads.  Entrails they had none.  They did not eat, much",The War of the Worlds,4444
36,"less digest.  Instead, they took the fresh, living blood of other",The War of the Worlds,4445
36,"creatures, and _injected_ it into their own veins.  I have myself seen",The War of the Worlds,4446
36,"this being done, as I shall mention in its place.  But, squeamish as I",The War of the Worlds,4447
36,"may seem, I cannot bring myself to describe what I could not endure",The War of the Worlds,4448
36,"even to continue watching.  Let it suffice to say, blood obtained from",The War of the Worlds,4449
36,"a still living animal, in most cases from a human being, was run",The War of the Worlds,4450
36,directly by means of a little pipette into the recipient canal. . . .,The War of the Worlds,4451
36,"",The War of the Worlds,4452
36,"The bare idea of this is no doubt horribly repulsive to us, but at",The War of the Worlds,4453
36,the same time I think that we should remember how repulsive our,The War of the Worlds,4454
36,carnivorous habits would seem to an intelligent rabbit.,The War of the Worlds,4455
36,"",The War of the Worlds,4456
36,The physiological advantages of the practice of injection are,The War of the Worlds,4457
36,"undeniable, if one thinks of the tremendous waste of human time and",The War of the Worlds,4458
36,energy occasioned by eating and the digestive process.  Our bodies are,The War of the Worlds,4459
36,"half made up of glands and tubes and organs, occupied in turning",The War of the Worlds,4460
36,heterogeneous food into blood.  The digestive processes and their,The War of the Worlds,4461
36,reaction upon the nervous system sap our strength and colour our,The War of the Worlds,4462
36,minds.  Men go happy or miserable as they have healthy or unhealthy,The War of the Worlds,4463
36,"livers, or sound gastric glands.  But the Martians were lifted above",The War of the Worlds,4464
36,all these organic fluctuations of mood and emotion.,The War of the Worlds,4465
36,"",The War of the Worlds,4466
36,Their undeniable preference for men as their source of nourishment,The War of the Worlds,4467
36,is partly explained by the nature of the remains of the victims they,The War of the Worlds,4468
36,"had brought with them as provisions from Mars.  These creatures, to",The War of the Worlds,4469
36,"judge from the shrivelled remains that have fallen into human hands,",The War of the Worlds,4470
36,"were bipeds with flimsy, silicious skeletons (almost like those of the",The War of the Worlds,4471
36,"silicious sponges) and feeble musculature, standing about six feet",The War of the Worlds,4472
36,"high and having round, erect heads, and large eyes in flinty sockets.",The War of the Worlds,4473
36,"Two or three of these seem to have been brought in each cylinder, and",The War of the Worlds,4474
36,all were killed before earth was reached.  It was just as well for,The War of the Worlds,4475
36,"them, for the mere attempt to stand upright upon our planet would have",The War of the Worlds,4476
36,broken every bone in their bodies.,The War of the Worlds,4477
36,"",The War of the Worlds,4478
36,"And while I am engaged in this description, I may add in this place",The War of the Worlds,4479
36,"certain further details which, although they were not all evident to",The War of the Worlds,4480
36,"us at the time, will enable the reader who is unacquainted with them",The War of the Worlds,4481
36,to form a clearer picture of these offensive creatures.,The War of the Worlds,4482
36,"",The War of the Worlds,4483
36,In three other points their physiology differed strangely from,The War of the Worlds,4484
36,"ours.  Their organisms did not sleep, any more than the heart of man",The War of the Worlds,4485
36,"sleeps.  Since they had no extensive muscular mechanism to recuperate,",The War of the Worlds,4486
36,that periodical extinction was unknown to them.  They had little or,The War of the Worlds,4487
36,"no sense of fatigue, it would seem.  On earth they could never have",The War of the Worlds,4488
36,"moved without effort, yet even to the last they kept in action.  In",The War of the Worlds,4489
36,"twenty-four hours they did twenty-four hours of work, as even on earth",The War of the Worlds,4490
36,is perhaps the case with the ants.,The War of the Worlds,4491
36,"",The War of the Worlds,4492
36,"In the next place, wonderful as it seems in a sexual world, the",The War of the Worlds,4493
36,"Martians were absolutely without sex, and therefore without any of the",The War of the Worlds,4494
36,tumultuous emotions that arise from that difference among men.  A,The War of the Worlds,4495
36,"young Martian, there can now be no dispute, was really born upon earth",The War of the Worlds,4496
36,"during the war, and it was found attached to its parent, partially",The War of the Worlds,4497
36,"_budded_ off, just as young lilybulbs bud off, or like the young animals",The War of the Worlds,4498
36,in the fresh-water polyp.,The War of the Worlds,4499
36,"",The War of the Worlds,4500
36,"In man, in all the higher terrestrial animals, such a method of",The War of the Worlds,4501
36,increase has disappeared; but even on this earth it was certainly the,The War of the Worlds,4502
36,"primitive method.  Among the lower animals, up even to those first",The War of the Worlds,4503
36,"cousins of the vertebrated animals, the Tunicates, the two processes",The War of the Worlds,4504
36,"occur side by side, but finally the sexual method superseded its",The War of the Worlds,4505
36,"competitor altogether.  On Mars, however, just the reverse has",The War of the Worlds,4506
36,apparently been the case.,The War of the Worlds,4507
36,"",The War of the Worlds,4508
36,It is worthy of remark that a certain speculative writer of,The War of the Worlds,4509
